image_id,relative_path,defect_class,severity_level,product_id,run_id,split,image_note
IMG-00029,01_raw/images/defect_images/normal/IMG-00029.png,normal,0,PRD-020,RUN-003086,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00030,01_raw/images/defect_images/normal/IMG-00030.png,normal,0,PRD-048,RUN-006058,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00031,01_raw/images/defect_images/normal/IMG-00031.png,normal,0,PRD-011,RUN-001234,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00032,01_raw/images/defect_images/normal/IMG-00032.png,normal,0,PRD-067,RUN-011021,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00033,01_raw/images/defect_images/normal/IMG-00033.png,normal,0,PRD-061,RUN-005789,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00034,01_raw/images/defect_images/normal/IMG-00034.png,normal,0,PRD-028,RUN-003159,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00035,01_raw/images/defect_images/normal/IMG-00035.png,normal,0,PRD-002,RUN-006363,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00036,01_raw/images/defect_images/normal/IMG-00036.png,normal,0,PRD-066,RUN-005144,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00037,01_raw/images/defect_images/normal/IMG-00037.png,normal,0,PRD-079,RUN-007345,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00038,01_raw/images/defect_images/normal/IMG-00038.png,normal,0,PRD-003,RUN-000014,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00039,01_raw/images/defect_images/normal/IMG-00039.png,normal,0,PRD-020,RUN-000212,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00040,01_raw/images/defect_images/normal/IMG-00040.png,normal,0,PRD-055,RUN-005490,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00041,01_raw/images/defect_images/normal/IMG-00041.png,normal,0,PRD-067,RUN-006677,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00042,01_raw/images/defect_images/normal/IMG-00042.png,normal,0,PRD-031,RUN-007808,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00043,01_raw/images/defect_images/normal/IMG-00043.png,normal,0,PRD-023,RUN-000851,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00044,01_raw/images/defect_images/normal/IMG-00044.png,normal,0,PRD-015,RUN-002044,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00045,01_raw/images/defect_images/normal/IMG-00045.png,normal,0,PRD-024,RUN-005101,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00046,01_raw/images/defect_images/normal/IMG-00046.png,normal,0,PRD-024,RUN-002093,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00047,01_raw/images/defect_images/normal/IMG-00047.png,normal,0,PRD-017,RUN-011034,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00048,01_raw/images/defect_images/normal/IMG-00048.png,normal,0,PRD-028,RUN-003222,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00049,01_raw/images/defect_images/normal/IMG-00049.png,normal,0,PRD-031,RUN-001112,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00050,01_raw/images/defect_images/normal/IMG-00050.png,normal,0,PRD-026,RUN-005620,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00051,01_raw/images/defect_images/normal/IMG-00051.png,normal,0,PRD-077,RUN-002559,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00052,01_raw/images/defect_images/normal/IMG-00052.png,normal,0,PRD-011,RUN-011292,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00053,01_raw/images/defect_images/normal/IMG-00053.png,normal,0,PRD-022,RUN-008658,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00054,01_raw/images/defect_images/normal/IMG-00054.png,normal,0,PRD-004,RUN-001642,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00055,01_raw/images/defect_images/normal/IMG-00055.png,normal,0,PRD-031,RUN-005186,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00056,01_raw/images/defect_images/normal/IMG-00056.png,normal,0,PRD-006,RUN-007643,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00057,01_raw/images/defect_images/normal/IMG-00057.png,normal,0,PRD-011,RUN-006404,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00058,01_raw/images/defect_images/normal/IMG-00058.png,normal,0,PRD-062,RUN-007300,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00059,01_raw/images/defect_images/normal/IMG-00059.png,normal,0,PRD-036,RUN-000752,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00060,01_raw/images/defect_images/normal/IMG-00060.png,normal,0,PRD-008,RUN-003814,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00061,01_raw/images/defect_images/scratch/IMG-00061.png,scratch,3,PRD-032,RUN-010832,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00062,01_raw/images/defect_images/scratch/IMG-00062.png,scratch,3,PRD-015,RUN-003935,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00063,01_raw/images/defect_images/scratch/IMG-00063.png,scratch,3,PRD-004,RUN-003834,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00064,01_raw/images/defect_images/scratch/IMG-00064.png,scratch,3,PRD-046,RUN-005137,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00065,01_raw/images/defect_images/scratch/IMG-00065.png,scratch,3,PRD-057,RUN-004699,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00066,01_raw/images/defect_images/scratch/IMG-00066.png,scratch,2,PRD-070,RUN-007661,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00067,01_raw/images/defect_images/scratch/IMG-00067.png,scratch,2,PRD-061,RUN-001926,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00068,01_raw/images/defect_images/scratch/IMG-00068.png,scratch,4,PRD-024,RUN-005498,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00069,01_raw/images/defect_images/scratch/IMG-00069.png,scratch,2,PRD-040,RUN-006808,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00070,01_raw/images/defect_images/scratch/IMG-00070.png,scratch,3,PRD-031,RUN-000865,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00071,01_raw/images/defect_images/scratch/IMG-00071.png,scratch,4,PRD-063,RUN-005295,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00072,01_raw/images/defect_images/scratch/IMG-00072.png,scratch,2,PRD-024,RUN-005724,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00073,01_raw/images/defect_images/scratch/IMG-00073.png,scratch,3,PRD-054,RUN-007551,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00074,01_raw/images/defect_images/scratch/IMG-00074.png,scratch,1,PRD-049,RUN-008522,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00075,01_raw/images/defect_images/scratch/IMG-00075.png,scratch,4,PRD-071,RUN-005287,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00076,01_raw/images/defect_images/scratch/IMG-00076.png,scratch,4,PRD-077,RUN-010035,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00077,01_raw/images/defect_images/scratch/IMG-00077.png,scratch,3,PRD-044,RUN-007421,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00078,01_raw/images/defect_images/scratch/IMG-00078.png,scratch,1,PRD-036,RUN-001591,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00079,01_raw/images/defect_images/scratch/IMG-00079.png,scratch,2,PRD-048,RUN-008702,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00080,01_raw/images/defect_images/scratch/IMG-00080.png,scratch,3,PRD-028,RUN-000654,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00081,01_raw/images/defect_images/scratch/IMG-00081.png,scratch,3,PRD-071,RUN-002541,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00082,01_raw/images/defect_images/scratch/IMG-00082.png,scratch,1,PRD-078,RUN-006617,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00083,01_raw/images/defect_images/scratch/IMG-00083.png,scratch,2,PRD-024,RUN-004654,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00084,01_raw/images/defect_images/scratch/IMG-00084.png,scratch,3,PRD-052,RUN-006220,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00085,01_raw/images/defect_images/scratch/IMG-00085.png,scratch,4,PRD-044,RUN-000871,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00086,01_raw/images/defect_images/scratch/IMG-00086.png,scratch,4,PRD-070,RUN-005006,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00087,01_raw/images/defect_images/scratch/IMG-00087.png,scratch,1,PRD-039,RUN-010985,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00088,01_raw/images/defect_images/scratch/IMG-00088.png,scratch,1,PRD-023,RUN-009660,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00089,01_raw/images/defect_images/scratch/IMG-00089.png,scratch,1,PRD-060,RUN-008356,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00090,01_raw/images/defect_images/scratch/IMG-00090.png,scratch,3,PRD-047,RUN-002397,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00091,01_raw/images/defect_images/scratch/IMG-00091.png,scratch,1,PRD-013,RUN-010967,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00092,01_raw/images/defect_images/scratch/IMG-00092.png,scratch,1,PRD-002,RUN-009421,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00093,01_raw/images/defect_images/scratch/IMG-00093.png,scratch,4,PRD-053,RUN-004631,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00094,01_raw/images/defect_images/scratch/IMG-00094.png,scratch,1,PRD-043,RUN-008754,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00095,01_raw/images/defect_images/scratch/IMG-00095.png,scratch,1,PRD-034,RUN-004791,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00096,01_raw/images/defect_images/scratch/IMG-00096.png,scratch,2,PRD-068,RUN-000775,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00097,01_raw/images/defect_images/scratch/IMG-00097.png,scratch,2,PRD-012,RUN-000319,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00098,01_raw/images/defect_images/scratch/IMG-00098.png,scratch,3,PRD-055,RUN-006781,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00099,01_raw/images/defect_images/scratch/IMG-00099.png,scratch,1,PRD-038,RUN-010786,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00100,01_raw/images/defect_images/scratch/IMG-00100.png,scratch,1,PRD-074,RUN-008688,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00101,01_raw/images/defect_images/scratch/IMG-00101.png,scratch,1,PRD-051,RUN-010620,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00102,01_raw/images/defect_images/scratch/IMG-00102.png,scratch,1,PRD-040,RUN-008936,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00103,01_raw/images/defect_images/scratch/IMG-00103.png,scratch,1,PRD-033,RUN-006745,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00104,01_raw/images/defect_images/scratch/IMG-00104.png,scratch,1,PRD-010,RUN-009015,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00105,01_raw/images/defect_images/scratch/IMG-00105.png,scratch,2,PRD-017,RUN-007099,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00106,01_raw/images/defect_images/scratch/IMG-00106.png,scratch,1,PRD-057,RUN-004926,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00107,01_raw/images/defect_images/scratch/IMG-00107.png,scratch,2,PRD-005,RUN-006120,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00108,01_raw/images/defect_images/scratch/IMG-00108.png,scratch,2,PRD-080,RUN-004960,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00109,01_raw/images/defect_images/scratch/IMG-00109.png,scratch,1,PRD-029,RUN-003878,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00110,01_raw/images/defect_images/scratch/IMG-00110.png,scratch,2,PRD-020,RUN-000589,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00111,01_raw/images/defect_images/scratch/IMG-00111.png,scratch,2,PRD-005,RUN-007824,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00112,01_raw/images/defect_images/scratch/IMG-00112.png,scratch,3,PRD-039,RUN-010624,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00113,01_raw/images/defect_images/scratch/IMG-00113.png,scratch,1,PRD-032,RUN-006837,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00114,01_raw/images/defect_images/scratch/IMG-00114.png,scratch,3,PRD-022,RUN-004828,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00115,01_raw/images/defect_images/scratch/IMG-00115.png,scratch,1,PRD-005,RUN-008857,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00116,01_raw/images/defect_images/scratch/IMG-00116.png,scratch,2,PRD-044,RUN-004216,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00117,01_raw/images/defect_images/scratch/IMG-00117.png,scratch,4,PRD-052,RUN-006032,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00118,01_raw/images/defect_images/scratch/IMG-00118.png,scratch,4,PRD-069,RUN-009575,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00119,01_raw/images/defect_images/scratch/IMG-00119.png,scratch,3,PRD-060,RUN-004876,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00120,01_raw/images/defect_images/scratch/IMG-00120.png,scratch,1,PRD-003,RUN-007119,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00121,01_raw/images/defect_images/dent/IMG-00121.png,dent,4,PRD-003,RUN-005782,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00122,01_raw/images/defect_images/dent/IMG-00122.png,dent,3,PRD-080,RUN-004112,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00123,01_raw/images/defect_images/dent/IMG-00123.png,dent,1,PRD-040,RUN-000862,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00124,01_raw/images/defect_images/dent/IMG-00124.png,dent,4,PRD-049,RUN-006025,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00125,01_raw/images/defect_images/dent/IMG-00125.png,dent,3,PRD-077,RUN-005720,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00126,01_raw/images/defect_images/dent/IMG-00126.png,dent,2,PRD-078,RUN-007801,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00127,01_raw/images/defect_images/dent/IMG-00127.png,dent,4,PRD-074,RUN-000731,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00128,01_raw/images/defect_images/dent/IMG-00128.png,dent,4,PRD-055,RUN-006551,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00129,01_raw/images/defect_images/dent/IMG-00129.png,dent,4,PRD-006,RUN-011170,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00130,01_raw/images/defect_images/dent/IMG-00130.png,dent,1,PRD-001,RUN-005515,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00131,01_raw/images/defect_images/dent/IMG-00131.png,dent,3,PRD-061,RUN-000392,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00132,01_raw/images/defect_images/dent/IMG-00132.png,dent,4,PRD-054,RUN-007309,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00133,01_raw/images/defect_images/dent/IMG-00133.png,dent,1,PRD-053,RUN-004377,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00134,01_raw/images/defect_images/dent/IMG-00134.png,dent,4,PRD-036,RUN-011200,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00135,01_raw/images/defect_images/dent/IMG-00135.png,dent,3,PRD-076,RUN-011151,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00136,01_raw/images/defect_images/dent/IMG-00136.png,dent,2,PRD-058,RUN-007840,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00137,01_raw/images/defect_images/dent/IMG-00137.png,dent,2,PRD-008,RUN-006268,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00138,01_raw/images/defect_images/dent/IMG-00138.png,dent,2,PRD-022,RUN-008178,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00139,01_raw/images/defect_images/dent/IMG-00139.png,dent,2,PRD-053,RUN-001704,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00140,01_raw/images/defect_images/dent/IMG-00140.png,dent,2,PRD-066,RUN-005382,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00141,01_raw/images/defect_images/dent/IMG-00141.png,dent,1,PRD-073,RUN-007226,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00142,01_raw/images/defect_images/dent/IMG-00142.png,dent,2,PRD-044,RUN-004576,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00143,01_raw/images/defect_images/dent/IMG-00143.png,dent,1,PRD-033,RUN-000425,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00144,01_raw/images/defect_images/dent/IMG-00144.png,dent,2,PRD-006,RUN-001400,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00145,01_raw/images/defect_images/dent/IMG-00145.png,dent,1,PRD-065,RUN-003418,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00146,01_raw/images/defect_images/dent/IMG-00146.png,dent,2,PRD-043,RUN-009428,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00147,01_raw/images/defect_images/dent/IMG-00147.png,dent,3,PRD-039,RUN-005391,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00148,01_raw/images/defect_images/dent/IMG-00148.png,dent,4,PRD-068,RUN-007533,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00149,01_raw/images/defect_images/dent/IMG-00149.png,dent,4,PRD-004,RUN-005794,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00150,01_raw/images/defect_images/dent/IMG-00150.png,dent,4,PRD-015,RUN-009872,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00151,01_raw/images/defect_images/dent/IMG-00151.png,dent,4,PRD-043,RUN-000634,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00152,01_raw/images/defect_images/dent/IMG-00152.png,dent,4,PRD-017,RUN-001569,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00153,01_raw/images/defect_images/dent/IMG-00153.png,dent,4,PRD-028,RUN-006997,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00154,01_raw/images/defect_images/dent/IMG-00154.png,dent,3,PRD-053,RUN-007020,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00155,01_raw/images/defect_images/dent/IMG-00155.png,dent,1,PRD-009,RUN-002974,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00156,01_raw/images/defect_images/dent/IMG-00156.png,dent,3,PRD-068,RUN-000699,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00157,01_raw/images/defect_images/dent/IMG-00157.png,dent,4,PRD-052,RUN-000382,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00158,01_raw/images/defect_images/dent/IMG-00158.png,dent,4,PRD-016,RUN-000752,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00159,01_raw/images/defect_images/dent/IMG-00159.png,dent,4,PRD-022,RUN-002251,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00160,01_raw/images/defect_images/dent/IMG-00160.png,dent,1,PRD-040,RUN-010851,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00161,01_raw/images/defect_images/dent/IMG-00161.png,dent,2,PRD-077,RUN-009403,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00162,01_raw/images/defect_images/dent/IMG-00162.png,dent,2,PRD-021,RUN-006827,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00163,01_raw/images/defect_images/dent/IMG-00163.png,dent,1,PRD-066,RUN-000212,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00164,01_raw/images/defect_images/dent/IMG-00164.png,dent,3,PRD-036,RUN-007444,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00165,01_raw/images/defect_images/dent/IMG-00165.png,dent,4,PRD-060,RUN-004721,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00166,01_raw/images/defect_images/dent/IMG-00166.png,dent,3,PRD-031,RUN-001013,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00167,01_raw/images/defect_images/dent/IMG-00167.png,dent,4,PRD-046,RUN-002835,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00168,01_raw/images/defect_images/dent/IMG-00168.png,dent,4,PRD-011,RUN-005852,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00169,01_raw/images/defect_images/dent/IMG-00169.png,dent,4,PRD-043,RUN-001633,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00170,01_raw/images/defect_images/dent/IMG-00170.png,dent,3,PRD-023,RUN-004912,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00171,01_raw/images/defect_images/dent/IMG-00171.png,dent,3,PRD-041,RUN-000816,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00172,01_raw/images/defect_images/dent/IMG-00172.png,dent,3,PRD-021,RUN-005107,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00173,01_raw/images/defect_images/dent/IMG-00173.png,dent,1,PRD-010,RUN-009810,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00174,01_raw/images/defect_images/dent/IMG-00174.png,dent,4,PRD-022,RUN-001389,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00175,01_raw/images/defect_images/dent/IMG-00175.png,dent,1,PRD-021,RUN-008258,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00176,01_raw/images/defect_images/dent/IMG-00176.png,dent,2,PRD-035,RUN-005764,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
