run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split
RUN-000036,WO-000018,P03,L06,MCH-032,PRD-022,2025-08-01,25.94,1.1199,2.8,G3_junior,4.3,85.8,55.821,3.724,0.868,0.0504,0.04,0,MISSING_PART,train
RUN-000049,WO-000025,P03,L05,MCH-028,PRD-049,2025-08-02,33.02,1.1466,0.2,G3_junior,10,82.7,49.762,3.27,0.921,0.1457,0.13,1,SCRATCH,train
RUN-000050,WO-000025,P03,L05,MCH-029,PRD-049,2025-08-02,35.22,1.159,10.6,G1_senior,10,82.7,49.718,3.42,0.794,0.1165,0.12,1,CONTAMINATION,train
RUN-000051,WO-000026,P03,L05,MCH-027,PRD-080,2025-08-02,29.44,0.9672,3.1,G2_mid,5.2,84.5,45.025,3.044,0.962,0.0627,0.05,0,SURFACE_DENT,train
RUN-000052,WO-000026,P03,L05,MCH-028,PRD-080,2025-08-02,26.76,0.8217,12.8,G1_senior,5.2,84.5,49.762,3.27,0.798,0,0.016,0,SOLDER_VOID,train
RUN-000053,WO-000027,P03,L06,MCH-032,PRD-070,2025-08-02,27.41,1.1629,7.1,G2_mid,3.9,87.4,48.161,3.808,0.815,0.0505,0.03,0,SCRATCH,train
RUN-000054,WO-000027,P03,L06,MCH-034,PRD-070,2025-08-02,21.14,0.9373,11.8,G1_senior,3.9,87.4,46.055,2.555,0.642,0.0015,0.01,0,DIMENSION,train
RUN-000055,WO-000028,P03,L06,MCH-032,PRD-070,2025-08-02,22.75,1.1349,2.0,G3_junior,3.9,87.4,48.161,3.808,1.01,0.0405,0.016,0,SURFACE_DENT,train
RUN-000056,WO-000028,P03,L06,MCH-033,PRD-070,2025-08-02,22.89,1.1344,3.3,G2_mid,3.9,87.4,57.486,3.355,0.737,0,0.032,0,DIMENSION,train
RUN-000067,WO-000034,P03,L05,MCH-028,PRD-052,2025-08-03,21.78,0.9706,1.4,G3_junior,7.2,82.7,49.387,3.639,1.09,0.0571,0.08,1,SCRATCH,train
RUN-000068,WO-000034,P03,L05,MCH-025,PRD-052,2025-08-03,17.64,0.8585,0,G0_unknown,7.2,82.7,51.818,3.156,0.685,0.0623,0.088,1,SCRATCH,train
RUN-000069,WO-000035,P03,L06,MCH-033,PRD-048,2025-08-03,10.75,0.9553,4.7,G2_mid,4.6,96.1,48.26,3.568,0.691,0.0427,0.02,0,CONTAMINATION,train
RUN-000070,WO-000035,P03,L06,MCH-032,PRD-048,2025-08-03,13.37,0.9765,0.2,G3_junior,4.6,96.1,47.93,3.221,0.655,0.0116,0.03,0,SOLDER_VOID,train
RUN-000095,WO-000048,P03,L05,MCH-028,PRD-075,2025-08-04,33.64,0.8767,2.1,G3_junior,6.8,96.3,52.158,3.262,0.813,0.0398,0.056,1,SCRATCH,train
RUN-000096,WO-000048,P03,L05,MCH-030,PRD-075,2025-08-04,31.59,1.1484,1.4,G3_junior,6.8,96.3,55.211,3.577,0.875,0.0334,0.048,0,SCRATCH,train
RUN-000097,WO-000049,P03,L05,MCH-029,PRD-075,2025-08-04,26.6,0.8994,1.8,G3_junior,6.8,96.3,54.951,3.458,0.992,0.0443,0.0375,0,SCRATCH,train
RUN-000098,WO-000049,P03,L05,MCH-028,PRD-075,2025-08-04,31.0,0.9704,3.3,G2_mid,6.8,96.3,52.158,3.262,0.865,0.042,0.048,0,SOLDER_VOID,train
RUN-000099,WO-000050,P03,L05,MCH-029,PRD-075,2025-08-04,26.1,0.8635,10.6,G1_senior,6.8,96.3,54.951,3.458,0.706,0.0304,0.024,0,SOLDER_VOID,train
RUN-000100,WO-000050,P03,L05,MCH-026,PRD-075,2025-08-04,32.04,1.0786,1.0,G3_junior,6.8,96.3,54.862,3.17,0.818,0.0863,0.05,0,SCRATCH,train
RUN-000101,WO-000051,P03,L06,MCH-032,PRD-016,2025-08-04,17.41,1.11,3.0,G3_junior,4.3,85.8,54.673,3.432,0.888,0.047,0.03,0,SCRATCH,train
RUN-000102,WO-000051,P03,L06,MCH-031,PRD-016,2025-08-04,19.35,0.978,2.8,G3_junior,4.3,85.8,55.098,3.292,1.013,0.0219,0.01,0,SOLDER_VOID,train
RUN-000103,WO-000052,P03,L06,MCH-034,PRD-043,2025-08-04,44.75,1.1187,4.7,G2_mid,4.2,84.5,50.051,3.03,1.026,0,0.04,0,SURFACE_DENT,train
RUN-000104,WO-000052,P03,L06,MCH-033,PRD-043,2025-08-04,40.02,1.0596,14.6,G1_senior,4.2,84.5,54.702,3.189,0.774,0.0356,0.024,0,SCRATCH,train
RUN-000105,WO-000053,P03,L06,MCH-034,PRD-016,2025-08-04,17.46,0.847,2.8,G3_junior,4.3,85.8,50.051,3.03,1.014,0.0129,0.0375,0,SCRATCH,train
RUN-000106,WO-000053,P03,L06,MCH-032,PRD-016,2025-08-04,18.61,1.149,3.3,G2_mid,4.3,85.8,54.673,3.432,1.072,0.0146,0.025,0,SCRATCH,train
RUN-000131,WO-000066,P03,L05,MCH-028,PRD-079,2025-08-05,12.88,1.1494,4.8,G2_mid,3.3,71.4,53.471,3.85,0.884,0.1112,0.07,1,CONTAMINATION,train
RUN-000132,WO-000066,P03,L05,MCH-027,PRD-079,2025-08-05,14.89,0.9197,7.0,G2_mid,3.3,71.4,52.951,3.111,0.692,0.0326,0.05,0,DIMENSION,train
RUN-000133,WO-000067,P03,L05,MCH-027,PRD-009,2025-08-05,30.18,1.0901,8.9,G1_senior,5.0,76.8,52.951,3.111,0.874,0.0511,0.064,1,SURFACE_DENT,train
RUN-000134,WO-000067,P03,L05,MCH-028,PRD-009,2025-08-05,31.11,0.8936,2.0,G3_junior,5.0,76.8,53.471,3.85,1.065,0.0214,0.04,0,SCRATCH,train
RUN-000135,WO-000068,P03,L05,MCH-028,PRD-079,2025-08-05,23.67,1.0183,0.2,G3_junior,3.3,71.4,53.471,3.85,0.623,0.0596,0.06,1,CONTAMINATION,train
RUN-000136,WO-000068,P03,L05,MCH-027,PRD-079,2025-08-05,24.83,0.8732,0.2,G3_junior,3.3,71.4,52.951,3.111,0.624,0.0605,0.04,0,SURFACE_DENT,train
RUN-000137,WO-000069,P03,L06,MCH-031,PRD-056,2025-08-05,16.9,1.1378,4.7,G2_mid,4.3,97.0,53.422,3.366,0.913,0.0402,0.025,0,SCRATCH,train
RUN-000138,WO-000069,P03,L06,MCH-033,PRD-056,2025-08-05,12.57,0.8339,2.7,G3_junior,4.3,97.0,52.627,3.28,0.803,0.0254,0.0,0,NONE,train
RUN-000139,WO-000070,P03,L06,MCH-034,PRD-073,2025-08-05,30.58,1.0493,5.8,G2_mid,3.4,87.4,49.392,2.876,0.971,0.0141,0.02,0,CONTAMINATION,train
RUN-000140,WO-000070,P03,L06,MCH-031,PRD-073,2025-08-05,37.89,1.1773,2.3,G3_junior,3.4,87.4,53.422,3.366,0.936,0.0542,0.02,0,CONTAMINATION,train
RUN-000141,WO-000071,P03,L06,MCH-036,PRD-073,2025-08-05,26.52,1.0867,7.6,G2_mid,3.4,87.4,52.45,3.179,0.856,0.0047,0.016,0,SCRATCH,train
RUN-000142,WO-000071,P03,L06,MCH-032,PRD-073,2025-08-05,22.92,0.9013,0.2,G3_junior,3.4,87.4,53.067,3.39,0.906,0,0.0125,0,SURFACE_DENT,train
RUN-000167,WO-000084,P03,L05,MCH-028,PRD-064,2025-08-06,29.32,0.9527,1.7,G3_junior,4.9,89.9,53.492,2.752,0.931,0.0606,0.0375,0,CONTAMINATION,train
RUN-000168,WO-000084,P03,L05,MCH-025,PRD-064,2025-08-06,26.32,0.8986,3.3,G2_mid,4.9,89.9,55.854,8.625,0.719,0.0357,0.04,0,SOLDER_VOID,train
RUN-000169,WO-000085,P03,L05,MCH-025,PRD-064,2025-08-06,28.53,0.8575,12.8,G1_senior,4.9,89.9,55.854,8.625,1.081,0.0463,0.025,1,DIMENSION,train
RUN-000170,WO-000085,P03,L05,MCH-026,PRD-064,2025-08-06,24.03,0.878,1.2,G3_junior,4.9,89.9,53.454,2.928,0.816,0.068,0.04,0,SOLDER_VOID,train
RUN-000171,WO-000086,P03,L05,MCH-029,PRD-064,2025-08-06,21.06,1.1216,8.9,G1_senior,4.9,89.9,54.284,2.969,0.797,0.0117,0.03,0,NONE,train
RUN-000172,WO-000086,P03,L05,MCH-030,PRD-064,2025-08-06,22.79,0.943,2.0,G3_junior,4.9,89.9,53.186,3.11,0.841,0.0132,0.04,0,DIMENSION,train
RUN-000173,WO-000087,P03,L06,MCH-036,PRD-017,2025-08-06,31.97,0.8726,5.7,G2_mid,4.3,96.3,53.298,3.195,0.703,0.0235,0.0125,0,CONTAMINATION,train
RUN-000174,WO-000087,P03,L06,MCH-034,PRD-017,2025-08-06,33.32,1.0443,0.2,G3_junior,4.3,96.3,49.905,2.622,0.894,0,0.02,0,SURFACE_DENT,train
RUN-000175,WO-000088,P03,L06,MCH-031,PRD-017,2025-08-06,28.18,1.075,2.8,G3_junior,4.3,96.3,57.165,3.807,1.034,0.0094,0.02,0,MISSING_PART,train
RUN-000176,WO-000088,P03,L06,MCH-036,PRD-017,2025-08-06,28.98,1.0497,15.7,G1_senior,4.3,96.3,53.298,3.195,0.916,0.0095,0.0,0,NONE,train
RUN-000177,WO-000089,P03,L06,MCH-033,PRD-017,2025-08-06,16.93,0.8346,2.9,G3_junior,4.3,96.3,52.869,3.285,1.057,0.0067,0.015,0,SURFACE_DENT,train
RUN-000178,WO-000089,P03,L06,MCH-036,PRD-017,2025-08-06,18.6,0.9282,2.8,G3_junior,4.3,96.3,53.298,3.195,0.723,0.0061,0.01,0,NONE,train
RUN-000203,WO-000102,P03,L05,MCH-030,PRD-002,2025-08-07,26.12,1.1552,1.0,G3_junior,5.3,88.0,54.5,3.194,0.807,0.062,0.0875,1,DIMENSION,train
RUN-000204,WO-000102,P03,L05,MCH-029,PRD-002,2025-08-07,25.46,0.9865,1.0,G3_junior,5.3,88.0,50.896,2.997,0.829,0.0802,0.032,0,SCRATCH,train
RUN-000205,WO-000103,P03,L05,MCH-026,PRD-002,2025-08-07,33.18,0.8802,2.7,G3_junior,5.3,88.0,51.416,3.247,0.856,0.03,0.05,0,SOLDER_VOID,train
RUN-000206,WO-000103,P03,L05,MCH-027,PRD-002,2025-08-07,30.49,0.8299,14.6,G1_senior,5.3,88.0,51.438,3.224,0.901,0.0335,0.024,0,CONTAMINATION,train
RUN-000207,WO-000104,P03,L05,MCH-027,PRD-002,2025-08-07,31.22,0.9185,7.0,G2_mid,5.3,88.0,51.438,3.224,1.073,0.0224,0.025,0,SOLDER_VOID,train
RUN-000208,WO-000104,P03,L05,MCH-025,PRD-002,2025-08-07,33.47,1.0794,11.2,G1_senior,5.3,88.0,55.386,3.548,0.804,0.0301,0.04,0,SOLDER_VOID,train
RUN-000209,WO-000105,P03,L06,MCH-033,PRD-073,2025-08-07,31.0,0.9767,6.5,G2_mid,3.4,87.4,55.926,3.31,1.054,0,0.0,0,NONE,train
RUN-000210,WO-000105,P03,L06,MCH-035,PRD-073,2025-08-07,31.42,1.0873,2.8,G3_junior,3.4,87.4,52.521,3.409,0.929,0.0464,0.03,0,CONTAMINATION,train
RUN-000211,WO-000106,P03,L06,MCH-031,PRD-073,2025-08-07,20.61,1.096,1.0,G3_junior,3.4,87.4,54.369,3.333,0.965,0.0612,0.0375,0,CONTAMINATION,train
RUN-000212,WO-000106,P03,L06,MCH-032,PRD-073,2025-08-07,20.44,1.1273,1.0,G3_junior,3.4,87.4,55.541,3.036,0.871,0.0502,0.025,0,SOLDER_VOID,train
RUN-000213,WO-000107,P03,L06,MCH-031,PRD-022,2025-08-07,18.56,1.05,0,G0_unknown,4.3,85.8,54.369,3.333,0.781,0.0589,0.056,1,NONE,train
RUN-000214,WO-000107,P03,L06,MCH-034,PRD-022,2025-08-07,22.01,1.0462,0.2,G3_junior,4.3,85.8,51.165,8.797,0.752,0.0538,0.045,0,SOLDER_VOID,train
RUN-000239,WO-000120,P03,L05,MCH-026,PRD-044,2025-08-08,24.87,1.1771,18,G1_senior,4.1,88.0,51.925,3.195,0.783,0.03,0.01,0,SOLDER_VOID,train
RUN-000240,WO-000120,P03,L05,MCH-029,PRD-044,2025-08-08,25.9,1.1139,18,G1_senior,4.1,88.0,53.54,8.073,0.697,0,0.02,0,DIMENSION,train
RUN-000241,WO-000121,P03,L05,MCH-029,PRD-049,2025-08-08,34.71,0.8975,1.6,G3_junior,10,82.7,53.54,8.073,0.935,0.0806,0.12,1,SURFACE_DENT,train
RUN-000242,WO-000121,P03,L05,MCH-026,PRD-049,2025-08-08,34.66,1.1166,0.6,G3_junior,10,82.7,51.925,3.195,0.85,0.146,0.14,1,SCRATCH,train
RUN-000243,WO-000122,P03,L05,MCH-029,PRD-044,2025-08-08,20.31,1.0265,15.7,G1_senior,4.1,88.0,53.54,8.073,0.819,0.0519,0.025,0,SOLDER_VOID,train
RUN-000244,WO-000122,P03,L05,MCH-030,PRD-044,2025-08-08,17.99,1.1592,1.6,G3_junior,4.1,88.0,57.028,3.548,0.685,0.0354,0.04,0,SCRATCH,train
RUN-000245,WO-000123,P03,L06,MCH-036,PRD-042,2025-08-08,26.23,1.1128,3.1,G2_mid,1.4,89.9,52.237,3.772,0.633,0.013,0.0,0,NONE,train
RUN-000246,WO-000123,P03,L06,MCH-032,PRD-042,2025-08-08,26.6,1.1261,4.7,G2_mid,1.4,89.9,52.079,3.818,0.741,0.0527,0.032,0,DIMENSION,train
RUN-000247,WO-000124,P03,L06,MCH-034,PRD-042,2025-08-08,23.4,0.868,11.2,G1_senior,1.4,89.9,52.112,2.95,0.922,0.0589,0.02,0,SCRATCH,train
RUN-000248,WO-000124,P03,L06,MCH-036,PRD-042,2025-08-08,17.36,1.067,2.0,G3_junior,1.4,89.9,52.237,3.772,0.958,0.0482,0.02,0,SCRATCH,train
RUN-000249,WO-000125,P03,L06,MCH-031,PRD-042,2025-08-08,24.04,1.1261,0.2,G3_junior,1.4,89.9,53.603,3.697,0.967,0.076,0.04,0,DIMENSION,train
RUN-000250,WO-000125,P03,L06,MCH-033,PRD-042,2025-08-08,28.0,0.9281,3.3,G2_mid,1.4,89.9,55.936,3.75,0.742,0.0255,0.02,0,MISSING_PART,train
RUN-000269,WO-000135,P03,L05,MCH-027,PRD-012,2025-08-09,21.39,1.0534,3.0,G3_junior,2.1,92.1,49.801,3.016,0.808,0.0266,0.0,0,NONE,train
RUN-000270,WO-000135,P03,L05,MCH-025,PRD-012,2025-08-09,26.32,1.0632,10.6,G1_senior,2.1,92.1,51.012,3.67,0.805,0.0126,0.025,0,DIMENSION,train
RUN-000271,WO-000136,P03,L05,MCH-029,PRD-012,2025-08-09,19.51,1.0817,0.2,G3_junior,2.1,92.1,47.654,3.263,1.059,0,0.01,0,DIMENSION,train
RUN-000272,WO-000136,P03,L05,MCH-026,PRD-012,2025-08-09,19.47,1.0801,1.8,G3_junior,2.1,92.1,49.767,3.298,1.098,0.0416,0.02,0,SURFACE_DENT,train
RUN-000273,WO-000137,P03,L06,MCH-033,PRD-078,2025-08-09,20.81,1.1753,7.0,G2_mid,4.6,84.7,49.931,3.241,0.838,0.0278,0.03,0,DIMENSION,train
RUN-000274,WO-000137,P03,L06,MCH-035,PRD-078,2025-08-09,19.68,0.9746,4.6,G2_mid,4.6,84.7,50.493,3.146,1.075,0.064,0.048,0,CONTAMINATION,train
RUN-000289,WO-000145,P03,L05,MCH-026,PRD-077,2025-08-10,16.03,1.1523,14.6,G1_senior,1.7,96.1,46.062,3.39,0.691,0,0.005,0,NONE,train
RUN-000290,WO-000145,P03,L05,MCH-029,PRD-077,2025-08-10,14.54,0.9132,2.8,G3_junior,1.7,96.1,48.064,2.537,1.093,0.0506,0.02,0,DIMENSION,train
RUN-000291,WO-000146,P03,L05,MCH-028,PRD-077,2025-08-10,19.0,1.1759,6.1,G2_mid,1.7,96.1,47.727,3.113,1.052,0,0.0,0,NONE,train
RUN-000292,WO-000146,P03,L05,MCH-027,PRD-077,2025-08-10,20.27,1.0268,18,G1_senior,1.7,96.1,49.294,2.984,1.053,0.0509,0.02,0,DIMENSION,train
RUN-000293,WO-000147,P03,L06,MCH-036,PRD-035,2025-08-10,20.35,1.1166,2.1,G3_junior,4.3,84.7,50.379,3.213,0.956,0.0037,0.025,0,SOLDER_VOID,train
RUN-000294,WO-000147,P03,L06,MCH-032,PRD-035,2025-08-10,21.94,0.9021,18,G1_senior,4.3,84.7,48.783,2.907,0.769,0.0239,0.0,0,NONE,train
RUN-000295,WO-000148,P03,L06,MCH-034,PRD-043,2025-08-10,31.58,1.1001,1.0,G3_junior,4.2,84.5,42.491,2.95,1.065,0,0.03,1,SURFACE_DENT,train
RUN-000296,WO-000148,P03,L06,MCH-036,PRD-043,2025-08-10,30.08,1.0765,2.3,G3_junior,4.2,84.5,50.379,3.213,0.821,0,0.032,0,DIMENSION,train
RUN-000297,WO-000149,P03,L06,MCH-031,PRD-035,2025-08-10,23.94,1.0379,0.2,G3_junior,4.3,84.7,50.228,3.267,1.078,0.0433,0.055,1,DIMENSION,train
RUN-000298,WO-000149,P03,L06,MCH-034,PRD-035,2025-08-10,18.02,1.1353,14.6,G1_senior,4.3,84.7,42.491,2.95,0.989,0,0.025,0,SURFACE_DENT,train
RUN-000323,WO-000162,P03,L05,MCH-026,PRD-029,2025-08-11,31.94,1.0503,1.4,G3_junior,6.6,87.0,55.041,3.113,0.922,0.0297,0.06,1,SURFACE_DENT,train
RUN-000324,WO-000162,P03,L05,MCH-027,PRD-029,2025-08-11,33.64,0.832,2.0,G3_junior,6.6,87.0,51.215,3.131,0.88,0.0611,0.045,0,MISSING_PART,train
RUN-000325,WO-000163,P03,L05,MCH-030,PRD-029,2025-08-11,30.52,0.9857,2.3,G3_junior,6.6,87.0,54.991,3.285,0.887,0.0379,0.06,1,MISSING_PART,train
RUN-000326,WO-000163,P03,L05,MCH-027,PRD-029,2025-08-11,26.52,1.0694,1.3,G3_junior,6.6,87.0,51.215,3.131,0.961,0.013,0.06,1,MISSING_PART,train
RUN-000327,WO-000164,P03,L05,MCH-028,PRD-029,2025-08-11,32.81,0.8721,0.4,G3_junior,6.6,87.0,54.033,3.344,0.786,0.0492,0.05,0,SURFACE_DENT,train
RUN-000328,WO-000164,P03,L05,MCH-029,PRD-029,2025-08-11,27.39,1.1238,0.5,G3_junior,6.6,87.0,51.249,3.167,0.749,0.0739,0.06,1,DIMENSION,train
RUN-000329,WO-000165,P03,L06,MCH-032,PRD-054,2025-08-11,25.09,1.0702,3.4,G2_mid,6.3,71.4,53.957,2.982,0.645,0.1446,0.12,1,SOLDER_VOID,train
RUN-000330,WO-000165,P03,L06,MCH-036,PRD-054,2025-08-11,19.2,0.895,1.2,G3_junior,6.3,71.4,53.697,3.601,0.776,0.1265,0.1,1,DIMENSION,train
RUN-000331,WO-000166,P03,L06,MCH-032,PRD-054,2025-08-11,22.15,1.1388,2.1,G3_junior,6.3,71.4,53.957,2.982,0.797,0.102,0.1125,1,NONE,train
RUN-000332,WO-000166,P03,L06,MCH-036,PRD-054,2025-08-11,23.01,1.0603,2.3,G3_junior,6.3,71.4,53.697,3.601,0.717,0.0943,0.096,1,SOLDER_VOID,train
RUN-000333,WO-000167,P03,L06,MCH-036,PRD-054,2025-08-11,24.92,0.8777,14.6,G1_senior,6.3,71.4,53.697,3.601,1.044,0.097,0.072,1,SOLDER_VOID,train
RUN-000334,WO-000167,P03,L06,MCH-034,PRD-054,2025-08-11,26.37,0.9802,14.6,G1_senior,6.3,71.4,50.602,2.96,0.989,0.0992,0.075,1,SCRATCH,train
RUN-000359,WO-000180,P03,L05,MCH-025,PRD-015,2025-08-12,48.22,1.0199,0.2,G3_junior,8.8,92.1,55.144,3.583,0.773,0.0315,0.0875,1,SURFACE_DENT,train
RUN-000360,WO-000180,P03,L05,MCH-030,PRD-015,2025-08-12,48.45,1.1353,3.1,G2_mid,8.8,92.1,51.321,2.784,0.622,0.0566,0.1,1,SOLDER_VOID,train
RUN-000361,WO-000181,P03,L05,MCH-028,PRD-022,2025-08-12,38.04,0.9353,2.6,G3_junior,4.3,85.8,53.348,3.231,0.815,0.0734,0.05,0,SURFACE_DENT,train
RUN-000362,WO-000181,P03,L05,MCH-025,PRD-022,2025-08-12,40.61,0.8897,0.2,G3_junior,4.3,85.8,55.144,3.583,1.017,0.0071,0.035,0,SURFACE_DENT,train
RUN-000363,WO-000182,P03,L05,MCH-025,PRD-015,2025-08-12,20.11,0.8574,1.0,G3_junior,8.8,92.1,55.144,3.583,0.964,0.0494,0.088,1,DIMENSION,train
RUN-000364,WO-000182,P03,L05,MCH-026,PRD-015,2025-08-12,23.59,0.9132,8.9,G1_senior,8.8,92.1,56.931,3.452,0.861,0.082,0.0875,1,SOLDER_VOID,train
RUN-000365,WO-000183,P03,L06,MCH-032,PRD-013,2025-08-12,32.48,1.0379,11.5,G1_senior,4.9,95.9,53.497,3.307,0.996,0.0675,0.016,0,CONTAMINATION,train
RUN-000366,WO-000183,P03,L06,MCH-034,PRD-013,2025-08-12,30.1,1.0846,2.0,G3_junior,4.9,95.9,50.934,2.869,0.839,0.0203,0.035,0,SOLDER_VOID,train
RUN-000367,WO-000184,P03,L06,MCH-032,PRD-013,2025-08-12,28.37,0.9614,0.2,G3_junior,4.9,95.9,53.497,3.307,0.667,0.0524,0.02,0,SOLDER_VOID,train
RUN-000368,WO-000184,P03,L06,MCH-036,PRD-013,2025-08-12,23.18,0.9093,7.6,G2_mid,4.9,95.9,55.864,3.858,0.741,0.0168,0.016,0,SCRATCH,train
RUN-000369,WO-000185,P03,L06,MCH-035,PRD-013,2025-08-12,13.0,1.1706,2.8,G3_junior,4.9,95.9,51.104,3.302,1.095,0.0177,0.03,0,SCRATCH,train
RUN-000370,WO-000185,P03,L06,MCH-036,PRD-013,2025-08-12,12.92,1.0508,15.7,G1_senior,4.9,95.9,55.864,3.858,0.898,0.0507,0.025,0,SOLDER_VOID,train
RUN-000395,WO-000198,P03,L05,MCH-030,PRD-070,2025-08-13,18.22,0.9356,1.0,G3_junior,3.9,87.4,50.288,2.815,0.713,0.0468,0.03,0,MISSING_PART,train
RUN-000396,WO-000198,P03,L05,MCH-027,PRD-070,2025-08-13,23.83,1.0202,0.4,G3_junior,3.9,87.4,52.92,3.254,1.051,0.0487,0.016,0,SOLDER_VOID,train
RUN-000397,WO-000199,P03,L05,MCH-025,PRD-029,2025-08-13,22.49,0.8762,0.2,G3_junior,6.6,87.0,53.999,3.865,1.022,0.0068,0.055,1,DIMENSION,train
RUN-000398,WO-000199,P03,L05,MCH-027,PRD-029,2025-08-13,22.32,1.1184,11.2,G1_senior,6.6,87.0,52.92,3.254,0.681,0.0115,0.04,0,SCRATCH,train
RUN-000399,WO-000200,P03,L05,MCH-027,PRD-002,2025-08-13,32.25,0.8327,6.5,G2_mid,5.3,88.0,52.92,3.254,0.884,0.0413,0.04,0,SCRATCH,train
RUN-000400,WO-000200,P03,L05,MCH-029,PRD-002,2025-08-13,33.6,0.9001,2.3,G3_junior,5.3,88.0,51.722,2.887,0.88,0.0525,0.04,0,CONTAMINATION,train
RUN-000401,WO-000201,P03,L06,MCH-033,PRD-048,2025-08-13,24.64,1.088,2.6,G3_junior,4.6,96.1,55.236,3.742,0.687,0,0.04,0,DIMENSION,train
RUN-000402,WO-000201,P03,L06,MCH-032,PRD-048,2025-08-13,23.58,0.8358,3.4,G2_mid,4.6,96.1,53.177,3.445,0.993,0.0465,0.016,0,CONTAMINATION,train
RUN-000403,WO-000202,P03,L06,MCH-036,PRD-035,2025-08-13,16.97,1.0125,2.8,G3_junior,4.3,84.7,52.805,3.58,0.992,0.0567,0.065,1,SOLDER_VOID,train
RUN-000404,WO-000202,P03,L06,MCH-034,PRD-035,2025-08-13,23.59,0.9411,0.7,G3_junior,4.3,84.7,49.008,2.743,1.028,0.0645,0.05,0,SURFACE_DENT,train
RUN-000405,WO-000203,P03,L06,MCH-036,PRD-048,2025-08-13,22.19,0.8373,1.7,G3_junior,4.6,96.1,52.805,3.58,0.639,0.0603,0.008,0,SCRATCH,train
RUN-000406,WO-000203,P03,L06,MCH-032,PRD-048,2025-08-13,21.8,0.953,0.5,G3_junior,4.6,96.1,53.177,3.445,0.819,0,0.0125,0,SURFACE_DENT,train
RUN-000431,WO-000216,P03,L05,MCH-025,PRD-007,2025-08-14,20.78,0.9931,2.0,G3_junior,3.9,88.0,56.039,3.203,0.752,0.0604,0.03,0,SOLDER_VOID,train
RUN-000432,WO-000216,P03,L05,MCH-030,PRD-007,2025-08-14,16.67,1.168,6.5,G2_mid,3.9,88.0,56.275,3.298,0.678,0.0195,0.0375,0,SCRATCH,train
RUN-000433,WO-000217,P03,L05,MCH-025,PRD-007,2025-08-14,29.28,1.0024,1.3,G3_junior,3.9,88.0,56.039,3.203,0.953,0.05,0.0125,0,DIMENSION,train
RUN-000434,WO-000217,P03,L05,MCH-026,PRD-007,2025-08-14,30.85,1.1563,8.2,G1_senior,3.9,88.0,54.58,11.266,0.743,0.002,0.032,0,DIMENSION,train
