run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split,monitoring_window
RUN-010198,WO-005099,P02,L03,MCH-018,PRD-048,2026-06-23,27.92,0.9817,0.2,G3_junior,4.6,96.1,51.796,3.322,1.03,0.0262,0.035,0,SCRATCH,test,reference
RUN-005226,WO-002613,P03,L06,MCH-032,PRD-048,2026-01-14,23.69,1.0376,2.3,G3_junior,4.6,96.1,54.038,3.582,0.843,0.0537,0.0125,0,SURFACE_DENT,train,reference
RUN-007393,WO-003697,P03,L05,MCH-028,PRD-044,2026-03-24,16.42,1.0946,3.3,G2_mid,4.1,88.0,54.672,4.338,0.709,0,0.02,0,MISSING_PART,train,reference
RUN-011176,WO-005588,P02,L03,MCH-017,PRD-075,2026-07-24,26.15,1.0352,2.8,G3_junior,6.8,96.3,52.473,3.106,0.961,0.0739,0.03,0,SOLDER_VOID,test,reference
RUN-001523,WO-000762,P02,L04,MCH-024,PRD-017,2025-09-18,16.34,1.0334,0,G0_unknown,4.3,96.3,54.295,3.283,0.904,0.0348,0.015,0,SCRATCH,train,reference
RUN-011070,WO-005535,P02,L03,MCH-015,PRD-070,2026-07-21,18.39,0.8651,1.8,G3_junior,3.9,87.4,54.161,3.069,0.875,0.0114,0.024,0,SCRATCH,test,reference
RUN-005182,WO-002591,P02,L04,MCH-021,PRD-029,2026-01-13,30.77,0.9973,4.8,G2_mid,6.6,87.0,49.814,3.087,0.856,0,0.04,0,SCRATCH,train,reference
RUN-009257,WO-004629,P03,L05,MCH-029,PRD-080,2026-05-23,21.64,1.0205,1.0,G3_junior,5.2,84.5,47.362,3.028,0.729,0.0349,0.04,0,SOLDER_VOID,test,reference
RUN-007222,WO-003611,P02,L03,MCH-018,PRD-073,2026-03-19,28.74,0.8713,11.5,G1_senior,3.4,87.4,50.47,2.869,0.714,0.0155,0.01,0,SOLDER_VOID,train,reference
RUN-008926,WO-004463,P01,L02,MCH-008,PRD-079,2026-05-13,19.81,0.9098,2.3,G3_junior,3.3,71.4,47.195,2.504,0.877,0.0287,0.06,1,DIMENSION,validation,reference
RUN-006843,WO-003422,P01,L02,MCH-010,PRD-037,2026-03-07,18.32,0.9834,7.1,G2_mid,4.2,88.0,47.743,3.165,0.995,0.0014,0.0,0,NONE,train,reference
RUN-004803,WO-002402,P01,L02,MCH-012,PRD-048,2026-01-01,28.49,1.214,3.3,G2_mid,4.6,96.1,55.817,3.215,0.835,0.0439,0.025,0,SOLDER_VOID,train,reference
RUN-008547,WO-004274,P02,L03,MCH-018,PRD-048,2026-04-30,26.62,0.897,0.2,G3_junior,4.6,96.1,52.303,2.906,1.002,0,0.04,0,MISSING_PART,validation,reference
RUN-001714,WO-000857,P02,L03,MCH-014,PRD-073,2025-09-24,15.03,0.834,1.0,G3_junior,3.4,87.4,55.855,3.645,0.635,0.0454,0.02,0,CONTAMINATION,train,reference
RUN-004897,WO-002449,P03,L06,MCH-033,PRD-010,2026-01-04,22.89,1.1192,1.2,G3_junior,6.9,97.0,48.419,3.043,0.717,0.0914,0.05,0,SURFACE_DENT,train,reference
RUN-001541,WO-000771,P01,L01,MCH-003,PRD-020,2025-09-19,27.44,1.1618,2.8,G3_junior,7.8,84.7,54.598,3.228,0.862,0.1096,0.088,1,SURFACE_DENT,train,reference
RUN-007277,WO-003639,P03,L06,MCH-031,PRD-045,2026-03-20,19.35,1.0415,0,G0_unknown,2.5,97.0,54.929,3.397,0.768,0.0392,0.02,0,SOLDER_VOID,train,reference
RUN-008655,WO-004328,P03,L05,MCH-026,PRD-071,2026-05-04,30.22,0.9458,0.2,G3_junior,6.2,84.7,55.167,3.28,0.974,0.06,0.04,0,SOLDER_VOID,validation,reference
RUN-001896,WO-000948,P01,L02,MCH-010,PRD-037,2025-09-30,31.98,0.8412,4.7,G2_mid,4.2,88.0,53.999,2.974,0.938,0.0752,0.015,0,NONE,train,reference
RUN-005948,WO-002974,P02,L04,MCH-022,PRD-002,2026-02-06,13.9,0.8505,1.0,G3_junior,5.3,88.0,51.902,3.373,1.015,0.0505,0.056,1,SCRATCH,train,reference
RUN-007686,WO-003843,P03,L05,MCH-029,PRD-079,2026-04-02,30.77,1.1113,4.8,G2_mid,3.3,71.4,56.056,2.942,0.631,0.0943,0.08,1,DIMENSION,validation,reference
RUN-003687,WO-001844,P01,L01,MCH-001,PRD-032,2025-11-27,25.4,1.0653,11.2,G1_senior,6.2,96.1,53.355,6.813,0.991,0.0404,0.02,0,MISSING_PART,train,reference
RUN-008099,WO-004050,P01,L02,MCH-011,PRD-011,2026-04-16,16.88,1.1356,12.8,G1_senior,1.4,71.0,54.354,3.603,0.756,0.0484,0.025,0,SCRATCH,validation,reference
RUN-007159,WO-003580,P02,L04,MCH-020,PRD-003,2026-03-17,26.87,1.1585,1.0,G3_junior,4.8,95.9,51.439,3.105,0.839,0.022,0.02,0,SURFACE_DENT,train,reference
RUN-000913,WO-000457,P03,L06,MCH-031,PRD-040,2025-08-29,43.37,1.1716,1.8,G3_junior,8.4,82.7,54.675,3.291,1.074,0.1422,0.136,1,DIMENSION,train,reference
RUN-006700,WO-003350,P01,L01,MCH-001,PRD-016,2026-03-03,27.74,1.096,3.1,G2_mid,4.3,85.8,51.718,2.981,0.919,0,0.024,0,CONTAMINATION,train,reference
RUN-000161,WO-000081,P02,L04,MCH-022,PRD-039,2025-08-06,23.84,0.9102,5.7,G2_mid,5.6,96.1,51.372,3.678,0.964,0.0076,0.04,0,SCRATCH,train,reference
RUN-003850,WO-001925,P01,L02,MCH-011,PRD-007,2025-12-02,11.35,1.1675,1.0,G3_junior,3.9,88.0,50.299,3.378,0.633,0.0431,0.048,0,SURFACE_DENT,train,reference
RUN-004278,WO-002139,P01,L01,MCH-003,PRD-009,2025-12-16,24.5,1.0823,0.2,G3_junior,5.0,76.8,51.5,3.266,0.739,0.0761,0.08,1,MISSING_PART,train,reference
RUN-005006,WO-002503,P03,L06,MCH-035,PRD-051,2026-01-07,30.13,1.1778,11.2,G1_senior,6.9,96.1,55.013,3.636,0.756,0.0625,0.035,0,SCRATCH,train,reference
RUN-008314,WO-004157,P03,L06,MCH-036,PRD-045,2026-04-22,25.97,1.1743,2.8,G3_junior,2.5,97.0,53.202,3.05,0.761,0,0.0125,0,DIMENSION,validation,reference
RUN-003282,WO-001641,P02,L04,MCH-019,PRD-077,2025-11-13,30.78,0.9682,0.2,G3_junior,1.7,96.1,53.051,3.182,0.965,0.0187,0.015,0,SOLDER_VOID,train,reference
RUN-004723,WO-002362,P01,L01,MCH-006,PRD-013,2025-12-30,25.97,0.8517,2.3,G3_junior,4.9,95.9,50.119,2.911,0.658,0.0467,0.03,0,DIMENSION,train,reference
RUN-001627,WO-000814,P01,L01,MCH-003,PRD-068,2025-09-22,30.7,1.1034,7.0,G2_mid,2.3,71.0,52.354,3.193,0.863,0.0575,0.04,0,DIMENSION,train,reference
RUN-006873,WO-003437,P03,L05,MCH-030,PRD-063,2026-03-08,25.82,1.0276,12.8,G1_senior,5.7,84.5,46.953,2.937,0.941,0.0147,0.024,0,SURFACE_DENT,train,reference
RUN-010592,WO-005296,P03,L06,MCH-031,PRD-009,2026-07-05,16.56,0.9251,0.7,G3_junior,5.0,76.8,51.572,3.095,0.774,0.0677,0.0625,1,NONE,test,reference
RUN-003336,WO-001668,P01,L01,MCH-004,PRD-028,2025-11-15,28.49,0.8505,14.6,G1_senior,6.4,97.0,45.624,2.941,0.662,0,0.016,0,SCRATCH,train,reference
RUN-003949,WO-001975,P01,L01,MCH-006,PRD-028,2025-12-05,37.01,0.9713,5.7,G2_mid,6.4,97.0,53.242,3.234,0.722,0.0398,0.025,0,DIMENSION,train,reference
RUN-000436,WO-000218,P03,L05,MCH-027,PRD-002,2025-08-14,26.81,0.9348,7.2,G2_mid,5.3,88.0,50.626,3.159,0.803,0,0.0125,0,NONE,train,reference
RUN-005515,WO-002758,P03,L06,MCH-035,PRD-064,2026-01-23,28.07,0.8535,0.6,G3_junior,4.9,89.9,53.366,3.134,0.679,0,0.025,0,NONE,train,reference
RUN-009350,WO-004675,P03,L06,MCH-031,PRD-071,2026-05-26,23.78,1.0602,3.1,G2_mid,6.2,84.7,55.897,3.721,0.759,0.0614,0.0625,1,SOLDER_VOID,test,reference
RUN-002877,WO-001439,P01,L01,MCH-003,PRD-047,2025-10-31,26.15,1.075,6.5,G2_mid,6.4,95.9,53.821,3.92,1.097,0.0165,0.04,0,DIMENSION,train,reference
RUN-009249,WO-004625,P01,L02,MCH-010,PRD-061,2026-05-23,16.08,1.1444,2.0,G3_junior,4.8,76.8,48.026,3.048,0.837,0.0828,0.075,1,MISSING_PART,test,reference
RUN-007454,WO-003727,P02,L03,MCH-018,PRD-043,2026-03-26,36.51,1.0703,8.9,G1_senior,4.2,84.5,55.266,3.128,0.785,0,0.02,0,DIMENSION,validation,reference
RUN-002796,WO-001398,P03,L05,MCH-029,PRD-043,2025-10-28,9.6,1.0568,2.0,G3_junior,4.2,84.5,51.345,3.318,0.955,0.0132,0.05,0,SOLDER_VOID,train,reference
RUN-003022,WO-001511,P01,L02,MCH-007,PRD-029,2025-11-05,33.97,0.9463,2.3,G3_junior,6.6,87.0,50.284,4.311,0.633,0.0945,0.05,0,SOLDER_VOID,train,reference
RUN-005586,WO-002793,P03,L06,MCH-034,PRD-064,2026-01-26,20.54,0.939,0.2,G3_junior,4.9,89.9,49.353,2.741,0.822,0.0754,0.04,0,MISSING_PART,train,reference
RUN-007603,WO-003802,P02,L04,MCH-024,PRD-021,2026-03-31,8.92,0.8542,0.8,G3_junior,3.0,95.9,51.296,2.943,0.918,0.0451,0.016,0,CONTAMINATION,validation,reference
RUN-001723,WO-000862,P03,L05,MCH-030,PRD-068,2025-09-24,16.19,1.1068,1.0,G3_junior,2.3,71.0,50.521,2.9,1.002,0.0453,0.05,0,DIMENSION,train,reference
RUN-005008,WO-002504,P01,L01,MCH-006,PRD-023,2026-01-08,25.76,0.8995,14.6,G1_senior,5.0,85.8,49.473,3.071,1.093,0.0276,0.008,0,SCRATCH,train,reference
RUN-000896,WO-000448,P02,L03,MCH-018,PRD-071,2025-08-29,35.87,0.8606,15.7,G1_senior,6.2,84.7,51.817,3.114,0.809,0.057,0.04,0,SOLDER_VOID,train,reference
RUN-000073,WO-000037,P01,L01,MCH-006,PRD-001,2025-08-04,15.53,0.881,2.8,G3_junior,8.2,89.9,50.075,3.357,0.781,0.0485,0.105,1,SOLDER_VOID,train,reference
RUN-005131,WO-002566,P01,L02,MCH-008,PRD-035,2026-01-12,24.86,0.9853,2.3,G3_junior,4.3,84.7,49.642,2.884,1.002,0.0412,0.05,0,DIMENSION,train,reference
RUN-004542,WO-002271,P01,L02,MCH-012,PRD-060,2025-12-24,34.7,0.8602,4.7,G2_mid,6.7,84.7,57.562,3.923,1.021,0.0479,0.075,1,SOLDER_VOID,train,reference
RUN-005394,WO-002697,P02,L04,MCH-024,PRD-078,2026-01-20,9.18,0.9762,0.2,G3_junior,4.6,84.7,50.173,2.496,0.938,0.0704,0.045,1,SURFACE_DENT,train,reference
RUN-005112,WO-002556,P02,L03,MCH-016,PRD-058,2026-01-11,39.12,1.0208,0,G0_unknown,8.8,71.4,47.422,2.947,1.099,0.1448,0.14,1,CONTAMINATION,train,reference
RUN-007525,WO-003763,P03,L05,MCH-025,PRD-021,2026-03-28,27.69,0.8502,8.2,G1_senior,3.0,95.9,46.958,3.55,0.741,0.0141,0.02,0,SURFACE_DENT,validation,reference
RUN-000094,WO-000047,P02,L04,MCH-024,PRD-062,2025-08-04,30.78,0.9629,0.7,G3_junior,6.8,71.4,52.224,3.207,0.813,0.1321,0.112,1,SURFACE_DENT,train,reference
RUN-002543,WO-001272,P03,L05,MCH-027,PRD-010,2025-10-20,24.94,1.1163,0,G0_unknown,6.9,97.0,51.442,3.392,0.67,0.0439,0.05,0,DIMENSION,train,reference
RUN-003159,WO-001580,P01,L02,MCH-010,PRD-008,2025-11-10,23.62,1.0936,0.4,G3_junior,3.4,84.5,51.038,3.408,0.896,0.0344,0.02,0,CONTAMINATION,train,reference
RUN-010790,WO-005395,P03,L06,MCH-033,PRD-070,2026-07-11,22.66,1.1333,0,G0_unknown,3.9,87.4,55.475,5.943,0.869,0.0336,0.035,0,DIMENSION,test,reference
RUN-008865,WO-004433,P02,L04,MCH-022,PRD-062,2026-05-11,22.14,1.1443,11.5,G1_senior,6.8,71.4,48.565,2.832,0.739,0.1154,0.1,1,CONTAMINATION,validation,reference
RUN-003250,WO-001625,P03,L05,MCH-026,PRD-025,2025-11-12,11.14,0.9509,1.0,G3_junior,3.5,87.0,55.975,3.304,0.799,0.0058,0.04,0,CONTAMINATION,train,reference
RUN-002783,WO-001392,P02,L03,MCH-013,PRD-044,2025-10-28,18.9,1.1345,0.4,G3_junior,4.1,88.0,56.825,3.194,0.635,0.0603,0.03,0,DIMENSION,train,reference
RUN-010379,WO-005190,P01,L01,MCH-004,PRD-061,2026-06-29,25.08,0.9166,0,G0_unknown,4.8,76.8,52.412,2.898,0.904,0.1165,0.05,0,DIMENSION,test,reference
RUN-008702,WO-004351,P03,L06,MCH-033,PRD-067,2026-05-05,30.56,1.1332,8.2,G1_senior,4.5,71.0,53.624,3.753,0.961,0.0852,0.0875,1,SCRATCH,validation,reference
RUN-011163,WO-005582,P01,L01,MCH-001,PRD-060,2026-07-24,29.31,0.9303,0.2,G3_junior,6.7,84.7,52.689,3.188,0.639,0.0967,0.08,1,SURFACE_DENT,test,reference
RUN-002035,WO-001018,P02,L04,MCH-023,PRD-078,2025-10-04,19.29,0.9378,0.2,G3_junior,4.6,84.7,48.17,2.931,0.716,0.0768,0.05,0,DIMENSION,train,reference
RUN-000719,WO-000360,P01,L02,MCH-011,PRD-062,2025-08-24,30.79,1.1608,3.3,G2_mid,6.8,71.4,46.895,2.754,1.004,0.1146,0.0875,1,CONTAMINATION,train,reference
RUN-004194,WO-002097,P03,L05,MCH-028,PRD-055,2025-12-12,21.83,1.0955,4.6,G2_mid,4.8,87.4,55.37,3.519,0.728,0.0316,0.02,0,NONE,train,reference
RUN-009532,WO-004766,P03,L06,MCH-034,PRD-040,2026-06-01,24.12,1.0284,1.7,G3_junior,8.4,82.7,50.64,2.943,0.916,0.1296,0.1,1,MISSING_PART,test,reference
RUN-001606,WO-000803,P01,L01,MCH-001,PRD-028,2025-09-21,18.24,1.0033,1.4,G3_junior,6.4,97.0,47.283,2.757,0.848,0.0065,0.05,1,SOLDER_VOID,train,reference
RUN-004316,WO-002158,P01,L02,MCH-008,PRD-039,2025-12-17,35.86,1.0586,1.2,G3_junior,5.6,96.1,50.195,3.006,0.934,0.0401,0.025,0,CONTAMINATION,train,reference
RUN-009556,WO-004778,P02,L04,MCH-019,PRD-010,2026-06-02,24.53,0.9685,2.8,G3_junior,6.9,97.0,52.179,2.982,0.927,0.0242,0.032,0,SURFACE_DENT,test,reference
RUN-009442,WO-004721,P02,L03,MCH-015,PRD-048,2026-05-29,36.36,0.8504,2.6,G3_junior,4.6,96.1,50.341,3.0,0.645,0.0446,0.016,0,CONTAMINATION,test,reference
RUN-009469,WO-004735,P02,L04,MCH-020,PRD-002,2026-05-30,19.2,0.9752,10.6,G1_senior,5.3,88.0,48.587,3.361,0.862,0.0146,0.025,0,SOLDER_VOID,test,reference
RUN-008742,WO-004371,P01,L01,MCH-003,PRD-044,2026-05-07,29.04,1.035,14.6,G1_senior,4.1,88.0,52.922,3.669,1.077,0.0153,0.02,0,SOLDER_VOID,validation,reference
RUN-002533,WO-001267,P02,L04,MCH-021,PRD-024,2025-10-20,39.34,0.8214,0,G0_unknown,7.6,85.8,51.226,2.876,0.857,0.1425,0.104,1,MISSING_PART,train,reference
RUN-010637,WO-005319,P01,L02,MCH-010,PRD-011,2026-07-07,23.13,0.9863,0.5,G3_junior,1.4,71.0,51.568,3.581,0.777,0,0.04,0,SURFACE_DENT,test,reference
RUN-001949,WO-000975,P03,L05,MCH-027,PRD-064,2025-10-01,23.57,0.9614,1.7,G3_junior,4.9,89.9,50.024,8.178,0.835,0.0591,0.04,0,SOLDER_VOID,train,reference
RUN-001411,WO-000706,P02,L03,MCH-018,PRD-017,2025-09-15,27.45,1.0271,0.2,G3_junior,4.3,96.3,68.822,17.015,0.9,0.0612,0.04,0,SCRATCH,train,reference
RUN-008024,WO-004012,P01,L01,MCH-002,PRD-072,2026-04-14,24.98,0.9607,7.0,G2_mid,4.1,84.7,53.993,3.205,1.065,0.0084,0.016,0,SCRATCH,validation,reference
RUN-004102,WO-002051,P01,L01,MCH-002,PRD-034,2025-12-10,30.4,0.8768,2.1,G3_junior,2.6,96.1,54.719,3.422,0.676,0.0093,0.01,0,SURFACE_DENT,train,reference
RUN-000933,WO-000467,P03,L06,MCH-031,PRD-071,2025-08-30,23.37,0.8736,0.2,G3_junior,6.2,84.7,51.436,3.246,1.092,0.0878,0.06,1,SOLDER_VOID,train,reference
RUN-010202,WO-005101,P02,L04,MCH-020,PRD-049,2026-06-23,33.94,1.0168,2.1,G3_junior,10,82.7,51.917,2.683,0.708,0.1313,0.1,1,SOLDER_VOID,test,reference
RUN-004753,WO-002377,P03,L06,MCH-035,PRD-043,2025-12-30,28.96,0.9972,7.6,G2_mid,4.2,84.5,52.169,3.002,0.813,0.0341,0.02,0,SURFACE_DENT,train,reference
RUN-007834,WO-003917,P03,L06,MCH-034,PRD-066,2026-04-07,31.49,0.9968,1.6,G3_junior,7.6,88.6,52.247,2.703,1.042,0.1214,0.075,1,SURFACE_DENT,validation,reference
RUN-007319,WO-003660,P02,L04,MCH-023,PRD-042,2026-03-22,11.71,0.9842,11.2,G1_senior,1.4,89.9,48.77,2.935,1.095,0,0.0,0,NONE,train,reference
RUN-005850,WO-002925,P03,L06,MCH-031,PRD-017,2026-02-03,25.89,1.1197,11.2,G1_senior,4.3,96.3,53.246,3.392,1.011,0.0351,0.02,0,SOLDER_VOID,train,reference
RUN-009281,WO-004641,P01,L01,MCH-005,PRD-016,2026-05-25,23.59,0.977,1.7,G3_junior,4.3,85.8,50.08,2.958,1.026,0.0259,0.015,0,SCRATCH,test,reference
RUN-002753,WO-001377,P02,L04,MCH-019,PRD-021,2025-10-27,19.09,0.8628,7.6,G2_mid,3.0,95.9,54.462,2.985,1.037,0.0117,0.01,0,SOLDER_VOID,train,reference
RUN-001180,WO-000590,P03,L06,MCH-034,PRD-066,2025-09-07,39.67,0.9785,11.2,G1_senior,7.6,88.6,42.389,2.931,0.981,0.0711,0.0375,0,SURFACE_DENT,train,reference
RUN-006980,WO-003490,P03,L05,MCH-026,PRD-008,2026-03-11,22.32,0.9187,10.6,G1_senior,3.4,84.5,53.498,3.37,0.623,0.0391,0.04,0,SCRATCH,train,reference
RUN-006097,WO-003049,P02,L04,MCH-022,PRD-059,2026-02-11,27.85,0.9358,2.0,G3_junior,5.9,88.6,52.409,3.441,0.725,0.0362,0.04,0,SOLDER_VOID,train,reference
RUN-000134,WO-000067,P03,L05,MCH-028,PRD-009,2025-08-05,31.11,0.8936,2.0,G3_junior,5.0,76.8,53.471,3.85,1.065,0.0214,0.04,0,SCRATCH,train,reference
RUN-010452,WO-005226,P01,L01,MCH-003,PRD-066,2026-07-01,22.8,1.2155,11.2,G1_senior,7.6,88.6,53.655,3.197,0.735,0.0829,0.064,1,SURFACE_DENT,test,reference
RUN-003876,WO-001938,P03,L06,MCH-035,PRD-073,2025-12-02,33.04,0.8673,0.2,G3_junior,3.4,87.4,51.637,3.214,1.054,0.0342,0.02,0,DIMENSION,train,reference
RUN-000638,WO-000319,P01,L02,MCH-010,PRD-024,2025-08-21,34.59,0.9292,1.2,G3_junior,7.6,85.8,53.875,3.207,1.051,0.0491,0.08,1,CONTAMINATION,train,reference
RUN-002337,WO-001169,P02,L03,MCH-018,PRD-015,2025-10-14,26.03,1.0713,3.3,G2_mid,8.8,92.1,52.415,2.85,0.87,0.0606,0.06,1,CONTAMINATION,train,reference
RUN-000552,WO-000276,P03,L06,MCH-036,PRD-058,2025-08-18,36.59,0.8742,14.6,G1_senior,8.8,71.4,52.321,3.596,0.716,0.072,0.112,1,SURFACE_DENT,train,reference
RUN-003328,WO-001664,P03,L06,MCH-032,PRD-054,2025-11-14,39.45,0.8669,0.2,G3_junior,6.3,71.4,49.818,2.983,0.783,0.1065,0.104,1,DIMENSION,train,reference
RUN-006754,WO-003377,P02,L04,MCH-024,PRD-006,2026-03-04,26.06,1.0435,1.4,G3_junior,7.3,92.1,50.14,3.156,0.725,0.0662,0.064,1,MISSING_PART,train,reference
RUN-006414,WO-003207,P02,L03,MCH-014,PRD-075,2026-02-21,43.57,0.9912,7.6,G2_mid,6.8,96.3,50.881,8.627,0.858,0.0331,0.04,0,SCRATCH,train,reference
RUN-003086,WO-001543,P01,L01,MCH-001,PRD-077,2025-11-07,24.76,1.0045,3.3,G2_mid,1.7,96.1,55.035,3.717,1.018,0,0.0,0,NONE,train,reference
RUN-001393,WO-000697,P03,L05,MCH-027,PRD-064,2025-09-14,41.57,0.8953,0.2,G3_junior,4.9,89.9,48.0,2.85,1.018,0.0688,0.02,0,SOLDER_VOID,train,reference
RUN-010949,WO-005475,P03,L06,MCH-033,PRD-016,2026-07-16,22.57,0.955,2.8,G3_junior,4.3,85.8,55.647,3.368,0.78,0.0263,0.025,0,DIMENSION,test,reference
RUN-007678,WO-003839,P02,L04,MCH-021,PRD-079,2026-04-02,24.34,1.1104,5.7,G2_mid,3.3,71.4,51.298,2.899,0.882,0.0645,0.04,0,SURFACE_DENT,validation,reference
RUN-000385,WO-000193,P02,L03,MCH-017,PRD-037,2025-08-13,28.86,0.9389,1.0,G3_junior,4.2,88.0,50.24,3.041,0.825,0,0.02,0,DIMENSION,train,reference
RUN-007743,WO-003872,P01,L01,MCH-005,PRD-074,2026-04-05,23.31,0.8642,2.0,G3_junior,6.4,95.9,43.403,2.613,0.747,0.012,0.0375,0,CONTAMINATION,validation,reference
RUN-010194,WO-005097,P02,L03,MCH-015,PRD-048,2026-06-23,19.18,0.977,0.6,G3_junior,4.6,96.1,51.966,3.017,1.087,0.0469,0.04,0,MISSING_PART,test,reference
RUN-008264,WO-004132,P02,L04,MCH-021,PRD-032,2026-04-21,35.84,1.1191,11.8,G1_senior,6.2,96.1,52.586,3.185,0.862,0,0.01,0,SOLDER_VOID,validation,reference
RUN-008383,WO-004192,P03,L06,MCH-031,PRD-066,2026-04-24,26.34,1.0894,2.3,G3_junior,7.6,88.6,56.006,3.467,0.768,0.1477,0.11,1,CONTAMINATION,validation,reference
RUN-001522,WO-000761,P02,L03,MCH-016,PRD-044,2025-09-18,29.8,1.0816,14.6,G1_senior,4.1,88.0,53.703,7.437,0.98,0,0.03,0,SCRATCH,train,reference
RUN-009212,WO-004606,P01,L01,MCH-006,PRD-014,2026-05-22,11.76,0.9547,7.0,G2_mid,5.0,85.8,50.374,3.136,0.852,0.041,0.04,1,SURFACE_DENT,test,reference
RUN-004141,WO-002071,P01,L02,MCH-011,PRD-030,2025-12-11,10.36,1.1051,2.9,G3_junior,3.6,76.8,48.274,2.814,1.016,0.0829,0.07,1,SOLDER_VOID,train,reference
RUN-003895,WO-001948,P02,L04,MCH-022,PRD-002,2025-12-03,21.38,1.0843,7.2,G2_mid,5.3,88.0,53.211,2.932,0.627,0.0395,0.048,0,SURFACE_DENT,train,reference
RUN-011030,WO-005515,P02,L03,MCH-018,PRD-043,2026-07-20,20.28,1.0681,3.3,G2_mid,4.2,84.5,52.385,2.905,0.86,0.0557,0.04,0,SOLDER_VOID,test,reference
RUN-003084,WO-001542,P03,L06,MCH-035,PRD-040,2025-11-06,33.13,1.0828,0.6,G3_junior,8.4,82.7,50.905,3.634,1.046,0.1409,0.112,1,SOLDER_VOID,train,reference
RUN-002042,WO-001021,P03,L05,MCH-027,PRD-054,2025-10-04,36.72,1.1785,0,G0_unknown,6.3,71.4,46.225,2.734,0.823,0.1184,0.12,1,MISSING_PART,train,reference
RUN-006101,WO-003051,P03,L05,MCH-026,PRD-073,2026-02-11,21.16,1.0767,2.3,G3_junior,3.4,87.4,53.463,3.284,1.049,0.0585,0.024,0,SCRATCH,train,reference
RUN-008116,WO-004058,P02,L04,MCH-022,PRD-024,2026-04-16,38.15,0.8559,1.7,G3_junior,7.6,85.8,53.32,2.875,1.081,0.0633,0.0625,1,SURFACE_DENT,validation,reference
RUN-009126,WO-004563,P03,L05,MCH-026,PRD-007,2026-05-19,28.91,1.1789,0.2,G3_junior,3.9,88.0,53.917,3.586,0.984,0.0533,0.05,0,CONTAMINATION,validation,reference
RUN-009647,WO-004824,P01,L01,MCH-005,PRD-061,2026-06-05,31.28,0.8488,7.6,G2_mid,4.8,76.8,52.015,3.128,0.804,0.015,0.032,0,SURFACE_DENT,test,reference
RUN-004386,WO-002193,P01,L01,MCH-005,PRD-072,2025-12-19,29.24,1.1382,2.2,G3_junior,4.1,84.7,51.417,3.529,0.693,0.0384,0.03,0,DIMENSION,train,reference
RUN-002335,WO-001168,P02,L03,MCH-013,PRD-015,2025-10-14,25.41,1.1184,1.7,G3_junior,8.8,92.1,51.277,3.24,0.696,0.017,0.06,1,SURFACE_DENT,train,reference
