run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split
RUN-000012,WO-000006,P01,L02,MCH-009,PRD-071,2025-08-01,23.88,0.9057,7.6,G2_mid,6.2,84.7,52.594,3.197,0.644,0.0985,0.05,0,CONTAMINATION,train
RUN-000037,WO-000019,P01,L01,MCH-006,PRD-009,2025-08-02,21.98,0.8342,1.7,G3_junior,5.0,76.8,49.177,3.229,1.083,0.0726,0.08,1,SURFACE_DENT,train
RUN-000038,WO-000019,P01,L01,MCH-004,PRD-009,2025-08-02,21.22,1.1764,3.1,G2_mid,5.0,76.8,49.74,2.812,0.769,0.0924,0.08,1,SCRATCH,train
RUN-000039,WO-000020,P01,L02,MCH-011,PRD-062,2025-08-02,22.38,1.1247,1.3,G3_junior,6.8,71.4,47.144,3.722,0.723,0.1147,0.1125,1,CONTAMINATION,train
RUN-000040,WO-000020,P01,L02,MCH-010,PRD-062,2025-08-02,23.2,0.9062,5.8,G2_mid,6.8,71.4,51.061,3.51,0.819,0.0555,0.0875,1,MISSING_PART,train
RUN-000057,WO-000029,P01,L02,MCH-011,PRD-020,2025-08-03,31.45,0.9306,2.3,G3_junior,7.8,84.7,48.574,2.972,0.784,0.0963,0.1,1,SCRATCH,train
RUN-000058,WO-000029,P01,L02,MCH-007,PRD-020,2025-08-03,31.12,1.1291,1.0,G3_junior,7.8,84.7,49.276,5.13,1.09,0.097,0.0875,1,SCRATCH,train
RUN-000071,WO-000036,P01,L01,MCH-006,PRD-079,2025-08-04,24.39,0.9432,6.5,G2_mid,3.3,71.4,50.075,3.357,0.793,0.0723,0.05,0,MISSING_PART,train
RUN-000072,WO-000036,P01,L01,MCH-005,PRD-079,2025-08-04,19.97,1.1428,1.4,G3_junior,3.3,71.4,49.315,2.427,1.095,0.0818,0.07,1,CONTAMINATION,train
RUN-000073,WO-000037,P01,L01,MCH-006,PRD-001,2025-08-04,15.53,0.881,2.8,G3_junior,8.2,89.9,50.075,3.357,0.781,0.0485,0.105,1,SOLDER_VOID,train
RUN-000074,WO-000037,P01,L01,MCH-001,PRD-001,2025-08-04,21.74,1.1408,2.3,G3_junior,8.2,89.9,55.683,3.61,0.783,0.065,0.08,1,DIMENSION,train
RUN-000075,WO-000038,P01,L01,MCH-003,PRD-064,2025-08-04,33.48,1.1386,7.2,G2_mid,4.9,89.9,55.346,7.264,0.878,0.0571,0.035,0,SURFACE_DENT,train
RUN-000076,WO-000038,P01,L01,MCH-004,PRD-064,2025-08-04,30.46,0.9931,2.2,G3_junior,4.9,89.9,52.033,3.123,0.794,0.0226,0.04,0,SURFACE_DENT,train
RUN-000077,WO-000039,P01,L02,MCH-010,PRD-017,2025-08-04,31.1,1.0416,3.3,G2_mid,4.3,96.3,53.027,3.053,0.637,0.0357,0.025,0,DIMENSION,train
RUN-000078,WO-000039,P01,L02,MCH-009,PRD-017,2025-08-04,26.83,1.1613,3.3,G2_mid,4.3,96.3,53.429,3.181,0.832,0.0301,0.025,0,CONTAMINATION,train
RUN-000079,WO-000040,P01,L02,MCH-008,PRD-035,2025-08-04,20.32,0.8585,2.6,G3_junior,4.3,84.7,47.579,2.832,0.752,0.0781,0.032,0,CONTAMINATION,train
RUN-000080,WO-000040,P01,L02,MCH-007,PRD-035,2025-08-04,19.7,0.837,12.8,G1_senior,4.3,84.7,53.034,4.047,0.848,0.0035,0.01,0,MISSING_PART,train
RUN-000081,WO-000041,P01,L02,MCH-011,PRD-011,2025-08-04,17.88,0.9237,5.7,G2_mid,1.4,71.0,48.416,2.933,0.755,0.0719,0.04,0,DIMENSION,train
RUN-000082,WO-000041,P01,L02,MCH-010,PRD-011,2025-08-04,17.45,1.0122,7.0,G2_mid,1.4,71.0,53.027,3.053,0.69,0.0348,0.0125,0,CONTAMINATION,train
RUN-000107,WO-000054,P01,L01,MCH-002,PRD-009,2025-08-05,31.68,0.8866,2.1,G3_junior,5.0,76.8,50.86,3.428,0.995,0.092,0.06,1,DIMENSION,train
RUN-000108,WO-000054,P01,L01,MCH-001,PRD-009,2025-08-05,25.23,1.1502,6.1,G2_mid,5.0,76.8,52.954,3.438,0.923,0.071,0.0625,1,CONTAMINATION,train
RUN-000109,WO-000055,P01,L01,MCH-002,PRD-009,2025-08-05,27.75,0.8354,0.6,G3_junior,5.0,76.8,50.86,3.428,1.077,0.0852,0.08,1,DIMENSION,train
RUN-000110,WO-000055,P01,L01,MCH-004,PRD-009,2025-08-05,24.81,0.9902,1.7,G3_junior,5.0,76.8,53.456,3.108,1.041,0.097,0.072,1,SOLDER_VOID,train
RUN-000111,WO-000056,P01,L01,MCH-005,PRD-074,2025-08-05,29.01,0.967,7.6,G2_mid,6.4,95.9,50.103,3.288,1.1,0.0848,0.024,0,SCRATCH,train
RUN-000112,WO-000056,P01,L01,MCH-001,PRD-074,2025-08-05,30.86,0.8689,1.2,G3_junior,6.4,95.9,52.954,3.438,0.641,0.0357,0.0375,0,SURFACE_DENT,train
RUN-000113,WO-000057,P01,L02,MCH-008,PRD-012,2025-08-05,20.66,1.0213,1.0,G3_junior,2.1,92.1,49.544,3.124,0.709,0.0565,0.03,0,SURFACE_DENT,train
RUN-000114,WO-000057,P01,L02,MCH-012,PRD-012,2025-08-05,19.53,1.0621,8.2,G1_senior,2.1,92.1,54.789,3.413,1.025,0.0167,0.0,0,NONE,train
RUN-000115,WO-000058,P01,L02,MCH-012,PRD-012,2025-08-05,17.45,1.0823,1.8,G3_junior,2.1,92.1,54.789,3.413,0.769,0,0.03,0,MISSING_PART,train
RUN-000116,WO-000058,P01,L02,MCH-009,PRD-012,2025-08-05,17.96,1.0447,11.2,G1_senior,2.1,92.1,54.479,2.996,0.644,0.0239,0.0,0,NONE,train
RUN-000117,WO-000059,P01,L02,MCH-008,PRD-012,2025-08-05,19.84,1.1602,1.0,G3_junior,2.1,92.1,49.544,3.124,1.005,0.0708,0.03,0,CONTAMINATION,train
RUN-000118,WO-000059,P01,L02,MCH-012,PRD-012,2025-08-05,17.65,0.909,1.6,G3_junior,2.1,92.1,54.789,3.413,0.84,0,0.02,0,SCRATCH,train
RUN-000143,WO-000072,P01,L01,MCH-006,PRD-046,2025-08-06,4.52,0.8556,1.2,G3_junior,4.6,71.0,52.671,3.062,0.907,0.0868,0.072,1,CONTAMINATION,train
RUN-000144,WO-000072,P01,L01,MCH-004,PRD-046,2025-08-06,11.05,0.9792,2.8,G3_junior,4.6,71.0,50.537,3.213,0.85,0.0363,0.0625,1,SCRATCH,train
RUN-000145,WO-000073,P01,L01,MCH-006,PRD-046,2025-08-06,26.49,0.9676,18,G1_senior,4.6,71.0,52.671,3.062,0.679,0.0849,0.04,0,CONTAMINATION,train
RUN-000146,WO-000073,P01,L01,MCH-005,PRD-046,2025-08-06,27.99,1.0098,2.0,G3_junior,4.6,71.0,51.836,3.647,0.847,0.0465,0.075,1,SCRATCH,train
RUN-000147,WO-000074,P01,L01,MCH-004,PRD-050,2025-08-06,12.33,1.17,2.7,G3_junior,5.5,88.6,50.537,3.213,1.032,0.0518,0.032,0,SCRATCH,train
RUN-000148,WO-000074,P01,L01,MCH-003,PRD-050,2025-08-06,13.79,1.1317,12.8,G1_senior,5.5,88.6,51.782,3.071,0.772,0.0059,0.025,0,MISSING_PART,train
RUN-000149,WO-000075,P01,L02,MCH-011,PRD-007,2025-08-06,22.9,0.9591,0.2,G3_junior,3.9,88.0,51.236,3.053,0.647,0.009,0.04,0,DIMENSION,train
RUN-000150,WO-000075,P01,L02,MCH-008,PRD-007,2025-08-06,28.18,0.9216,11.8,G1_senior,3.9,88.0,50.951,3.027,0.777,0.0053,0.02,0,SOLDER_VOID,train
RUN-000151,WO-000076,P01,L02,MCH-011,PRD-039,2025-08-06,22.57,1.1512,1.3,G3_junior,5.6,96.1,51.236,3.053,0.693,0.0662,0.048,0,SCRATCH,train
RUN-000152,WO-000076,P01,L02,MCH-007,PRD-039,2025-08-06,23.02,0.9721,6.5,G2_mid,5.6,96.1,54.064,3.884,1.064,0.0403,0.035,0,SOLDER_VOID,train
RUN-000153,WO-000077,P01,L02,MCH-011,PRD-039,2025-08-06,20.93,1.0975,8.9,G1_senior,5.6,96.1,51.236,3.053,0.668,0,0.01,0,SOLDER_VOID,train
RUN-000154,WO-000077,P01,L02,MCH-008,PRD-039,2025-08-06,21.65,1.0526,2.9,G3_junior,5.6,96.1,50.951,3.027,0.687,0,0.0125,0,SOLDER_VOID,train
RUN-000179,WO-000090,P01,L01,MCH-003,PRD-072,2025-08-07,32.27,1.0226,1.7,G3_junior,4.1,84.7,53.975,3.354,0.923,0.0353,0.04,0,SOLDER_VOID,train
RUN-000180,WO-000090,P01,L01,MCH-001,PRD-072,2025-08-07,30.86,0.9755,11.8,G1_senior,4.1,84.7,49.881,3.452,0.787,0.0045,0.015,0,NONE,train
RUN-000181,WO-000091,P01,L01,MCH-005,PRD-072,2025-08-07,21.0,1.0893,5.7,G2_mid,4.1,84.7,52.198,3.37,0.621,0.0239,0.0375,0,SOLDER_VOID,train
RUN-000182,WO-000091,P01,L01,MCH-003,PRD-072,2025-08-07,22.08,0.9923,3.0,G3_junior,4.1,84.7,53.975,3.354,0.671,0.0118,0.03,0,SOLDER_VOID,train
RUN-000183,WO-000092,P01,L01,MCH-002,PRD-072,2025-08-07,23.69,0.9861,3.1,G2_mid,4.1,84.7,52.421,3.172,0.712,0.0822,0.0375,0,DIMENSION,train
RUN-000184,WO-000092,P01,L01,MCH-004,PRD-072,2025-08-07,29.1,0.9395,7.6,G2_mid,4.1,84.7,51.909,2.712,1.021,0,0.02,0,DIMENSION,train
RUN-000185,WO-000093,P01,L02,MCH-008,PRD-064,2025-08-07,13.76,1.0509,11.2,G1_senior,4.9,89.9,50.567,2.84,1.035,0.0355,0.04,0,SCRATCH,train
RUN-000186,WO-000093,P01,L02,MCH-009,PRD-064,2025-08-07,14.25,1.1375,2.0,G3_junior,4.9,89.9,55.574,3.452,0.622,0.0251,0.056,1,MISSING_PART,train
RUN-000187,WO-000094,P01,L02,MCH-009,PRD-052,2025-08-07,13.1,1.0095,2.8,G3_junior,7.2,82.7,55.574,3.452,0.802,0.1233,0.08,1,SURFACE_DENT,train
RUN-000188,WO-000094,P01,L02,MCH-010,PRD-052,2025-08-07,18.01,1.1733,2.7,G3_junior,7.2,82.7,54.889,3.301,0.816,0.1236,0.1,1,SOLDER_VOID,train
RUN-000189,WO-000095,P01,L02,MCH-012,PRD-005,2025-08-07,24.97,0.9842,1.7,G3_junior,5.2,85.8,54.435,3.518,0.868,0.0069,0.02,0,SURFACE_DENT,train
RUN-000190,WO-000095,P01,L02,MCH-009,PRD-005,2025-08-07,27.31,1.0604,2.8,G3_junior,5.2,85.8,55.574,3.452,0.969,0.065,0.06,1,NONE,train
RUN-000215,WO-000108,P01,L01,MCH-005,PRD-031,2025-08-08,30.59,0.8392,1.4,G3_junior,7.0,95.9,49.144,6.688,0.978,0.0435,0.04,0,DIMENSION,train
RUN-000216,WO-000108,P01,L01,MCH-006,PRD-031,2025-08-08,24.01,0.9835,1.3,G3_junior,7.0,95.9,53.01,2.806,1.002,0.0243,0.06,1,DIMENSION,train
RUN-000217,WO-000109,P01,L01,MCH-003,PRD-031,2025-08-08,27.33,0.9934,7.0,G2_mid,7.0,95.9,53.476,3.173,0.802,0.0253,0.02,0,SCRATCH,train
RUN-000218,WO-000109,P01,L01,MCH-002,PRD-031,2025-08-08,24.82,0.8986,0.2,G3_junior,7.0,95.9,52.915,3.106,0.909,0.0224,0.0375,0,DIMENSION,train
RUN-000219,WO-000110,P01,L01,MCH-001,PRD-031,2025-08-08,30.21,0.8763,0.2,G3_junior,7.0,95.9,55.85,3.543,1.022,0.0147,0.048,0,SCRATCH,train
RUN-000220,WO-000110,P01,L01,MCH-004,PRD-031,2025-08-08,29.66,0.9786,4.6,G2_mid,7.0,95.9,53.956,3.235,0.668,0.0168,0.024,0,DIMENSION,train
RUN-000221,WO-000111,P01,L02,MCH-009,PRD-069,2025-08-08,28.38,0.9514,18,G1_senior,10,88.6,53.924,3.373,0.862,0.0495,0.05,0,DIMENSION,train
RUN-000222,WO-000111,P01,L02,MCH-008,PRD-069,2025-08-08,30.9,1.1553,2.8,G3_junior,10,88.6,52.955,2.488,0.909,0.151,0.125,1,DIMENSION,train
RUN-000223,WO-000112,P01,L02,MCH-007,PRD-069,2025-08-08,31.0,1.1791,2.3,G3_junior,10,88.6,55.24,3.59,0.784,0.0855,0.12,1,CONTAMINATION,train
RUN-000224,WO-000112,P01,L02,MCH-008,PRD-069,2025-08-08,29.69,0.9331,6.1,G2_mid,10,88.6,52.955,2.488,0.969,0.077,0.104,1,SOLDER_VOID,train
RUN-000225,WO-000113,P01,L02,MCH-007,PRD-051,2025-08-08,32.37,1.0595,1.2,G3_junior,6.9,96.1,55.24,3.59,0.956,0.0252,0.05,0,SURFACE_DENT,train
RUN-000226,WO-000113,P01,L02,MCH-012,PRD-051,2025-08-08,33.44,1.1627,12.8,G1_senior,6.9,96.1,55.466,3.539,0.735,0.0613,0.04,0,CONTAMINATION,train
RUN-000251,WO-000126,P01,L01,MCH-006,PRD-060,2025-08-09,26.51,0.9694,1.7,G3_junior,6.7,84.7,50.764,3.327,0.664,0.058,0.064,1,DIMENSION,train
RUN-000252,WO-000126,P01,L01,MCH-003,PRD-060,2025-08-09,19.59,0.9694,1.7,G3_junior,6.7,84.7,50.506,3.74,1.05,0.0836,0.0625,1,DIMENSION,train
RUN-000253,WO-000127,P01,L01,MCH-006,PRD-020,2025-08-09,30.49,1.106,2.0,G3_junior,7.8,84.7,50.764,3.327,0.788,0.0822,0.115,1,SURFACE_DENT,train
RUN-000254,WO-000127,P01,L01,MCH-003,PRD-020,2025-08-09,32.14,1.0915,0,G0_unknown,7.8,84.7,50.506,3.74,0.686,0.1194,0.1,1,SOLDER_VOID,train
RUN-000255,WO-000128,P01,L01,MCH-003,PRD-020,2025-08-09,33.97,0.9875,5.8,G2_mid,7.8,84.7,50.506,3.74,0.688,0.0801,0.065,1,CONTAMINATION,train
RUN-000256,WO-000128,P01,L01,MCH-005,PRD-020,2025-08-09,30.76,0.9191,6.5,G2_mid,7.8,84.7,49.688,3.0,0.883,0.1447,0.08,1,DIMENSION,train
RUN-000257,WO-000129,P01,L02,MCH-010,PRD-022,2025-08-09,22.34,0.9244,0.2,G3_junior,4.3,85.8,47.705,2.95,0.985,0,0.02,0,DIMENSION,train
RUN-000258,WO-000129,P01,L02,MCH-008,PRD-022,2025-08-09,24.12,0.9718,3.1,G2_mid,4.3,85.8,46.69,2.634,1.021,0.0702,0.025,0,MISSING_PART,train
RUN-000259,WO-000130,P01,L02,MCH-008,PRD-012,2025-08-09,22.99,1.049,1.0,G3_junior,2.1,92.1,46.69,2.634,0.996,0,0.03,0,SOLDER_VOID,train
RUN-000260,WO-000130,P01,L02,MCH-012,PRD-012,2025-08-09,21.75,0.9128,8.2,G1_senior,2.1,92.1,49.661,3.218,0.997,0.0259,0.0,0,NONE,train
RUN-000275,WO-000138,P01,L01,MCH-006,PRD-007,2025-08-10,22.83,0.9585,1.7,G3_junior,3.9,88.0,49.98,3.275,1.029,0.075,0.024,0,DIMENSION,train
RUN-000276,WO-000138,P01,L01,MCH-005,PRD-007,2025-08-10,22.89,0.9516,2.9,G3_junior,3.9,88.0,46.718,2.905,0.981,0.018,0.04,0,SOLDER_VOID,train
RUN-000277,WO-000139,P01,L02,MCH-009,PRD-012,2025-08-10,8.15,1.1608,1.4,G3_junior,2.1,92.1,44.237,2.815,1.029,0,0.008,0,SCRATCH,train
RUN-000278,WO-000139,P01,L02,MCH-012,PRD-012,2025-08-10,12.87,0.9684,1.0,G3_junior,2.1,92.1,49.391,3.394,0.699,0.0457,0.032,0,SCRATCH,train
RUN-000299,WO-000150,P01,L01,MCH-002,PRD-077,2025-08-11,17.43,0.8345,7.6,G2_mid,1.7,96.1,50.893,3.266,0.828,0.0448,0.0,0,NONE,train
RUN-000300,WO-000150,P01,L01,MCH-004,PRD-077,2025-08-11,19.27,0.9686,1.2,G3_junior,1.7,96.1,52.341,2.814,0.92,0.0409,0.025,0,DIMENSION,train
RUN-000301,WO-000151,P01,L01,MCH-003,PRD-066,2025-08-11,32.05,0.8508,3.3,G2_mid,7.6,88.6,52.4,3.219,0.945,0.062,0.08,1,SCRATCH,train
RUN-000302,WO-000151,P01,L01,MCH-001,PRD-066,2025-08-11,26.29,0.9864,11.8,G1_senior,7.6,88.6,51.799,3.218,0.686,0.026,0.04,0,SCRATCH,train
RUN-000303,WO-000152,P01,L01,MCH-001,PRD-077,2025-08-11,26.64,1.1241,0,G0_unknown,1.7,96.1,51.799,3.218,1.054,0.0569,0.03,0,DIMENSION,train
RUN-000304,WO-000152,P01,L01,MCH-005,PRD-077,2025-08-11,31.01,0.8445,0.8,G3_junior,1.7,96.1,53.703,2.911,1.007,0.0339,0.04,0,SURFACE_DENT,train
RUN-000305,WO-000153,P01,L02,MCH-007,PRD-069,2025-08-11,28.81,1.0876,0,G0_unknown,10,88.6,51.782,4.145,0.828,0.0757,0.1,1,SCRATCH,train
RUN-000306,WO-000153,P01,L02,MCH-008,PRD-069,2025-08-11,32.31,1.0167,1.7,G3_junior,10,88.6,48.785,3.015,0.755,0.1085,0.11,1,SCRATCH,train
RUN-000307,WO-000154,P01,L02,MCH-012,PRD-069,2025-08-11,21.2,1.1696,1.8,G3_junior,10,88.6,55.239,3.598,0.841,0.0871,0.14,1,DIMENSION,train
RUN-000308,WO-000154,P01,L02,MCH-007,PRD-069,2025-08-11,24.78,1.1433,0.2,G3_junior,10,88.6,51.782,4.145,0.828,0.1293,0.12,1,CONTAMINATION,train
RUN-000309,WO-000155,P01,L02,MCH-012,PRD-069,2025-08-11,23.52,1.1115,1.0,G3_junior,10,88.6,55.239,3.598,0.713,0.1278,0.11,1,DIMENSION,train
RUN-000310,WO-000155,P01,L02,MCH-008,PRD-069,2025-08-11,21.97,0.9164,2.1,G3_junior,10,88.6,48.785,3.015,0.751,0.14,0.13,1,SURFACE_DENT,train
RUN-000335,WO-000168,P01,L01,MCH-004,PRD-068,2025-08-12,21.6,1.1266,0.2,G3_junior,2.3,71.0,52.548,3.125,1.096,0.0722,0.06,1,SURFACE_DENT,train
RUN-000336,WO-000168,P01,L01,MCH-002,PRD-068,2025-08-12,14.77,0.9213,0.2,G3_junior,2.3,71.0,55.496,3.344,0.897,0.0182,0.056,1,SCRATCH,train
RUN-000337,WO-000169,P01,L01,MCH-004,PRD-068,2025-08-12,15.41,0.8454,2.8,G3_junior,2.3,71.0,52.548,3.125,1.099,0.0555,0.05,0,MISSING_PART,train
RUN-000338,WO-000169,P01,L01,MCH-005,PRD-068,2025-08-12,15.39,0.8681,5.7,G2_mid,2.3,71.0,51.565,2.777,0.704,0.0675,0.032,0,SOLDER_VOID,train
RUN-000339,WO-000170,P01,L01,MCH-003,PRD-068,2025-08-12,24.18,0.97,0.5,G3_junior,2.3,71.0,54.767,3.271,0.897,0.0459,0.06,1,SURFACE_DENT,train
RUN-000340,WO-000170,P01,L01,MCH-005,PRD-068,2025-08-12,24.61,1.1367,3.2,G2_mid,2.3,71.0,51.565,2.777,0.941,0.0423,0.045,0,MISSING_PART,train
RUN-000341,WO-000171,P01,L02,MCH-007,PRD-035,2025-08-12,26.53,0.8319,7.0,G2_mid,4.3,84.7,54.084,3.752,0.686,0.0518,0.04,0,SOLDER_VOID,train
RUN-000342,WO-000171,P01,L02,MCH-010,PRD-035,2025-08-12,21.14,1.1602,1.0,G3_junior,4.3,84.7,52.812,3.5,1.024,0.0487,0.045,0,MISSING_PART,train
RUN-000343,WO-000172,P01,L02,MCH-012,PRD-063,2025-08-12,32.9,1.1591,2.7,G3_junior,5.7,84.5,54.914,3.432,1.01,0.0597,0.064,1,MISSING_PART,train
RUN-000344,WO-000172,P01,L02,MCH-007,PRD-063,2025-08-12,30.78,1.1351,4.7,G2_mid,5.7,84.5,54.084,3.752,0.854,0.0455,0.045,0,SURFACE_DENT,train
RUN-000345,WO-000173,P01,L02,MCH-011,PRD-035,2025-08-12,18.95,1.1602,0.2,G3_junior,4.3,84.7,51.658,3.471,1.002,0.061,0.06,1,DIMENSION,train
RUN-000346,WO-000173,P01,L02,MCH-009,PRD-035,2025-08-12,25.26,1.0017,0.2,G3_junior,4.3,84.7,52.334,3.227,0.811,0.0475,0.035,0,SOLDER_VOID,train
RUN-000371,WO-000186,P01,L01,MCH-005,PRD-046,2025-08-13,25.97,1.011,0.4,G3_junior,4.6,71.0,51.614,3.017,0.995,0.0693,0.075,1,SOLDER_VOID,train
RUN-000372,WO-000186,P01,L01,MCH-003,PRD-046,2025-08-13,28.08,1.0912,7.1,G2_mid,4.6,71.0,51.449,3.044,0.833,0.0669,0.08,1,SURFACE_DENT,train
RUN-000373,WO-000187,P01,L01,MCH-002,PRD-046,2025-08-13,22.57,1.142,0.4,G3_junior,4.6,71.0,52.819,3.462,1.025,0.0608,0.06,1,SOLDER_VOID,train
RUN-000374,WO-000187,P01,L01,MCH-006,PRD-046,2025-08-13,23.57,0.907,0.6,G3_junior,4.6,71.0,51.81,3.217,0.629,0.0824,0.08,1,SCRATCH,train
RUN-000375,WO-000188,P01,L01,MCH-005,PRD-029,2025-08-13,22.25,0.9789,2.6,G3_junior,6.6,87.0,51.614,3.017,1.016,0.0693,0.06,1,SOLDER_VOID,train
RUN-000376,WO-000188,P01,L01,MCH-003,PRD-029,2025-08-13,17.67,0.8497,2.6,G3_junior,6.6,87.0,51.449,3.044,0.937,0.0767,0.05,0,SCRATCH,train
RUN-000377,WO-000189,P01,L02,MCH-010,PRD-005,2025-08-13,29.79,1.123,0,G0_unknown,5.2,85.8,54.258,3.845,1.022,0.0436,0.032,0,MISSING_PART,train
RUN-000378,WO-000189,P01,L02,MCH-012,PRD-005,2025-08-13,30.82,1.1576,11.8,G1_senior,5.2,85.8,53.982,3.719,0.63,0.0406,0.024,0,CONTAMINATION,train
RUN-000379,WO-000190,P01,L02,MCH-010,PRD-005,2025-08-13,32.03,0.9151,0,G0_unknown,5.2,85.8,54.258,3.845,1.034,0.0609,0.06,1,SCRATCH,train
RUN-000380,WO-000190,P01,L02,MCH-009,PRD-005,2025-08-13,35.53,0.9094,1.3,G3_junior,5.2,85.8,52.038,3.344,0.721,0.0568,0.0375,0,DIMENSION,train
RUN-000381,WO-000191,P01,L02,MCH-009,PRD-005,2025-08-13,25.22,1.1223,5.7,G2_mid,5.2,85.8,52.038,3.344,0.979,0.0309,0.04,0,SURFACE_DENT,train
RUN-000382,WO-000191,P01,L02,MCH-012,PRD-005,2025-08-13,23.85,0.9338,10.6,G1_senior,5.2,85.8,53.982,3.719,1.068,0.1157,0.0625,1,DIMENSION,train
RUN-000407,WO-000204,P01,L01,MCH-004,PRD-007,2025-08-14,19.37,0.9264,0.5,G3_junior,3.9,88.0,48.998,3.025,0.914,0.046,0.02,0,DIMENSION,train
RUN-000408,WO-000204,P01,L01,MCH-006,PRD-007,2025-08-14,23.8,1.0811,11.8,G1_senior,3.9,88.0,53.443,3.036,0.943,0.0332,0.025,0,DIMENSION,train
RUN-000409,WO-000205,P01,L01,MCH-005,PRD-007,2025-08-14,30.34,0.9793,7.1,G2_mid,3.9,88.0,50.949,3.116,0.899,0.0244,0.02,0,SCRATCH,train
RUN-000410,WO-000205,P01,L01,MCH-001,PRD-007,2025-08-14,26.89,0.8998,0.2,G3_junior,3.9,88.0,56.557,3.366,0.816,0.0284,0.025,0,DIMENSION,train
RUN-000411,WO-000206,P01,L01,MCH-006,PRD-032,2025-08-14,43.73,1.0,7.0,G2_mid,6.2,96.1,53.443,3.036,1.036,0.0106,0.04,0,DIMENSION,train
RUN-000412,WO-000206,P01,L01,MCH-003,PRD-032,2025-08-14,41.77,1.0023,0.2,G3_junior,6.2,96.1,52.287,2.979,0.808,0.0755,0.04,0,SURFACE_DENT,train
RUN-000413,WO-000207,P01,L02,MCH-011,PRD-029,2025-08-14,19.59,0.8401,1.2,G3_junior,6.6,87.0,53.162,3.555,1.083,0.0268,0.06,1,SURFACE_DENT,train
RUN-000414,WO-000207,P01,L02,MCH-010,PRD-029,2025-08-14,24.99,0.8476,3.1,G2_mid,6.6,87.0,54.029,2.906,0.815,0.0866,0.06,1,MISSING_PART,train
RUN-000415,WO-000208,P01,L02,MCH-007,PRD-029,2025-08-14,30.16,0.8374,0.7,G3_junior,6.6,87.0,55.007,5.924,0.925,0.038,0.056,1,SOLDER_VOID,train
RUN-000416,WO-000208,P01,L02,MCH-011,PRD-029,2025-08-14,34.29,1.0463,6.5,G2_mid,6.6,87.0,53.162,3.555,0.766,0.0658,0.0625,1,SURFACE_DENT,train
RUN-000417,WO-000209,P01,L02,MCH-009,PRD-024,2025-08-14,33.0,1.1693,2.3,G3_junior,7.6,85.8,50.534,3.713,0.89,0.095,0.105,1,DIMENSION,train
RUN-000418,WO-000209,P01,L02,MCH-011,PRD-024,2025-08-14,31.83,1.0826,0.7,G3_junior,7.6,85.8,53.162,3.555,0.936,0.0689,0.08,1,SOLDER_VOID,train
