contract_event_id,tx_id,smart_contract_id,event_name,event_status,rule_triggered,audit_flag
SCE-000308,TX-0001034,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000309,TX-0001037,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000310,TX-0001038,SC-003,payment_release,pending,delivery_confirmed,0
SCE-000311,TX-0001039,SC-002,payment_release,success,delivery_confirmed,0
SCE-000312,TX-0001042,SC-011,payment_release,success,delivery_confirmed,0
SCE-000313,TX-0001052,SC-004,payment_release,success,delivery_confirmed,0
SCE-000314,TX-0001054,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000315,TX-0001055,SC-002,payment_release,pending,delivery_confirmed,0
SCE-000316,TX-0001057,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000317,TX-0001058,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000318,TX-0001064,SC-007,payment_release,success,delivery_confirmed,0
SCE-000319,TX-0001065,SC-003,payment_release,success,delivery_confirmed,1
SCE-000320,TX-0001066,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000321,TX-0001077,SC-010,payment_release,success,delivery_confirmed,0
SCE-000322,TX-0001078,SC-008,payment_release,success,delivery_confirmed,0
SCE-000323,TX-0001081,SC-002,payment_release,success,delivery_confirmed,0
SCE-000324,TX-0001090,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000325,TX-0001091,SC-007,quality_gate_passed,success,quality_certificate_verified,1
SCE-000326,TX-0001092,SC-004,payment_release,success,delivery_confirmed,0
SCE-000327,TX-0001093,SC-006,quality_gate_passed,success,quality_certificate_verified,1
SCE-000328,TX-0001094,SC-009,payment_release,success,delivery_confirmed,0
SCE-000329,TX-0001100,SC-003,payment_release,success,delivery_confirmed,0
SCE-000330,TX-0001109,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000331,TX-0001112,SC-005,payment_release,success,delivery_confirmed,0
SCE-000332,TX-0001113,SC-010,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000333,TX-0001115,SC-006,payment_release,success,delivery_confirmed,0
SCE-000334,TX-0001116,SC-005,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000335,TX-0001119,SC-008,payment_release,success,delivery_confirmed,0
SCE-000336,TX-0001133,SC-001,payment_release,success,delivery_confirmed,1
SCE-000337,TX-0001137,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000338,TX-0001140,SC-012,payment_release,pending,delivery_confirmed,1
SCE-000339,TX-0001141,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000340,TX-0001148,SC-008,payment_release,success,delivery_confirmed,0
SCE-000341,TX-0001152,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000342,TX-0001153,SC-011,payment_release,pending,delivery_confirmed,0
SCE-000343,TX-0001157,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000344,TX-0001160,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000345,TX-0001166,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000346,TX-0001177,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000347,TX-0001178,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000348,TX-0001189,SC-009,payment_release,pending,delivery_confirmed,0
SCE-000349,TX-0001192,SC-001,quality_gate_passed,success,quality_certificate_verified,0
