run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split,monitoring_window
RUN-003034,WO-001517,P02,L04,MCH-020,PRD-029,2026-08-12,18.29,0.95,2.8,G3_junior,6.94,82.42,52.854,3.365,0.817,0.0466,0.0625,1,SOLDER_VOID,train,current_drifted
RUN-005392,WO-002696,P02,L04,MCH-023,PRD-046,2026-09-10,33.68,0.9187,0.2,G3_junior,5.06,69.1,52.491,3.949,0.962,0.1349,0.09,1,SCRATCH,train,current_drifted
RUN-009289,WO-004645,P01,L02,MCH-012,PRD-063,2026-09-05,30.22,0.9629,10.6,G1_senior,5.72,80.58,53.989,3.408,0.737,0.0102,0.03,0,NONE,test,current_drifted
RUN-005124,WO-002562,P01,L01,MCH-002,PRD-077,2026-08-19,27.63,1.2347,0,G0_unknown,2.89,91.93,50.688,3.142,0.848,0.0713,0.02,0,MISSING_PART,train,current_drifted
RUN-003621,WO-001811,P01,L02,MCH-009,PRD-004,2026-08-11,26.52,1.2193,7.1,G2_mid,4.61,91.85,51.853,3.513,0.834,0.0298,0.01,0,DIMENSION,train,current_drifted
RUN-003146,WO-001573,P03,L05,MCH-027,PRD-022,2026-08-27,27.92,1.0788,1.4,G3_junior,5.61,84.87,45.644,3.023,0.655,0.0615,0.0375,0,SCRATCH,train,current_drifted
RUN-005047,WO-002524,P01,L01,MCH-005,PRD-064,2026-08-06,26.24,0.9541,3.1,G2_mid,5.06,87.04,50.824,3.32,0.93,0.0322,0.03,0,SOLDER_VOID,train,current_drifted
RUN-005108,WO-002554,P02,L03,MCH-014,PRD-012,2026-08-04,22.83,0.9309,8.2,G1_senior,2.79,90.54,52.301,3.56,0.965,0.0514,0.016,0,NONE,train,current_drifted
RUN-010959,WO-005480,P01,L02,MCH-009,PRD-071,2026-08-10,24.48,0.9213,3.4,G2_mid,7.64,81.13,49.06,2.943,1.041,0.0642,0.0625,1,DIMENSION,test,current_drifted
RUN-006405,WO-003203,P03,L06,MCH-032,PRD-045,2026-09-02,17.0,0.9451,5.7,G2_mid,2.92,91.25,52.542,3.237,0.861,0.0006,0.02,0,CONTAMINATION,train,current_drifted
RUN-007345,WO-003673,P02,L03,MCH-013,PRD-048,2026-08-02,28.07,1.24,2.9,G3_junior,4.84,93.31,55.249,3.245,1.049,0.0348,0.024,0,DIMENSION,train,current_drifted
RUN-000867,WO-000434,P03,L05,MCH-030,PRD-033,2026-09-08,31.13,1.1982,1.4,G3_junior,4.71,83.61,56.171,3.073,1.055,0.024,0.02,0,SOLDER_VOID,train,current_drifted
RUN-007993,WO-003997,P01,L02,MCH-009,PRD-035,2026-09-14,25.16,1.0799,4.7,G2_mid,5.72,79.1,51.868,3.047,0.631,0.0381,0.04,0,SURFACE_DENT,validation,current_drifted
RUN-000170,WO-000085,P03,L05,MCH-026,PRD-064,2026-08-30,24.03,0.9686,1.2,G3_junior,6.43,85.5,53.454,2.928,0.816,0.068,0.04,0,SOLDER_VOID,train,current_drifted
RUN-000044,WO-000022,P02,L03,MCH-015,PRD-040,2026-09-10,35.88,0.9277,0.8,G3_junior,9.32,81.82,46.154,3.53,0.91,0.1236,0.11,1,SCRATCH,train,current_drifted
RUN-009482,WO-004741,P01,L01,MCH-005,PRD-047,2026-09-12,26.21,1.0753,3.2,G2_mid,7.71,94.05,46.229,2.567,1.002,0.0417,0.045,0,SCRATCH,test,current_drifted
RUN-002682,WO-001341,P02,L04,MCH-022,PRD-017,2026-09-03,15.42,1.0657,0.2,G3_junior,5.27,95.39,49.255,2.997,0.81,0.017,0.0375,0,CONTAMINATION,train,current_drifted
RUN-000156,WO-000078,P02,L03,MCH-014,PRD-042,2026-09-13,16.18,0.9532,0.4,G3_junior,1.88,89.3,53.243,3.271,0.949,0.007,0.016,0,SCRATCH,train,current_drifted
RUN-001424,WO-000712,P03,L05,MCH-026,PRD-070,2026-08-28,32.74,1.2135,4.8,G2_mid,4.26,84.35,58.06,10.013,0.725,0.0211,0.0125,0,MISSING_PART,train,current_drifted
RUN-000983,WO-000492,P03,L05,MCH-025,PRD-015,2026-08-21,19.25,1.0109,0.7,G3_junior,9.06,87.75,58.013,3.061,0.754,0.0651,0.088,1,NONE,train,current_drifted
RUN-006109,WO-003055,P03,L06,MCH-036,PRD-080,2026-08-14,36.74,1.0759,11.2,G1_senior,6.6,79.84,60.229,17.273,0.686,0.0362,0.06,1,DIMENSION,train,current_drifted
RUN-007557,WO-003779,P01,L02,MCH-010,PRD-015,2026-08-22,25.16,1.144,0,G0_unknown,9.91,90.48,52.658,3.319,0.677,0.0824,0.09,1,SURFACE_DENT,validation,current_drifted
RUN-007715,WO-003858,P02,L04,MCH-020,PRD-078,2026-08-23,29.75,1.0071,0.2,G3_junior,5.66,79.72,48.572,3.107,0.942,0.0523,0.048,0,SCRATCH,validation,current_drifted
RUN-006463,WO-003232,P02,L04,MCH-021,PRD-005,2026-09-05,15.14,1.1389,2.0,G3_junior,5.93,83.42,48.354,3.042,1.075,0.009,0.0375,0,SCRATCH,train,current_drifted
RUN-008327,WO-004164,P02,L03,MCH-018,PRD-063,2026-08-28,25.63,0.961,0,G0_unknown,7.25,78.57,50.647,3.223,0.939,0.093,0.075,1,SURFACE_DENT,validation,current_drifted
RUN-007253,WO-003627,P01,L02,MCH-009,PRD-045,2026-08-08,20.29,1.182,12.8,G1_senior,4.08,95.45,51.528,2.817,0.969,0.0594,0.04,0,DIMENSION,train,current_drifted
RUN-011159,WO-005580,P03,L06,MCH-036,PRD-045,2026-08-30,19.84,1.1381,7.1,G2_mid,3.72,96.16,52.454,9.952,0.946,0.0035,0.0,0,NONE,test,current_drifted
RUN-009692,WO-004846,P02,L03,MCH-013,PRD-075,2026-08-19,23.19,1.2369,8.2,G1_senior,7.63,91.79,48.237,3.036,0.722,0.0341,0.025,0,SURFACE_DENT,test,current_drifted
RUN-004962,WO-002481,P03,L05,MCH-030,PRD-009,2026-08-07,14.17,0.9186,14.6,G1_senior,6.57,72.22,52.34,3.319,0.908,0.0082,0.024,0,SOLDER_VOID,train,current_drifted
RUN-008007,WO-004004,P02,L04,MCH-020,PRD-036,2026-08-28,18.07,1.2384,1.0,G3_junior,5.64,86.66,51.06,3.109,1.062,0.0347,0.04,0,CONTAMINATION,validation,current_drifted
RUN-011325,WO-005663,P02,L04,MCH-020,PRD-048,2026-08-08,33.81,1.22,1.2,G3_junior,4.75,90.91,49.852,3.126,0.955,0,0.0,0,NONE,test,current_drifted
RUN-007759,WO-003880,P03,L05,MCH-029,PRD-043,2026-08-24,20.86,1.2206,11.2,G1_senior,5.44,80.3,47.337,2.972,0.815,0.0344,0.032,0,CONTAMINATION,validation,current_drifted
RUN-005780,WO-002890,P03,L06,MCH-036,PRD-012,2026-09-13,22.72,1.0618,1.2,G3_junior,3.43,88.88,51.495,3.104,0.869,0,0.0,0,NONE,train,current_drifted
RUN-004747,WO-002374,P03,L05,MCH-028,PRD-075,2026-08-09,17.84,1.1549,8.9,G1_senior,7.02,95.19,54.364,3.505,1.002,0.0365,0.0375,0,SURFACE_DENT,train,current_drifted
RUN-007105,WO-003553,P01,L01,MCH-001,PRD-051,2026-08-14,27.56,1.0843,7.1,G2_mid,7.73,95.15,54.069,8.058,0.67,0,0.025,0,SURFACE_DENT,train,current_drifted
RUN-001765,WO-000883,P03,L06,MCH-031,PRD-061,2026-08-19,33.37,1.1297,8.9,G1_senior,4.9,75.15,53.49,3.213,0.632,0.06,0.07,1,SURFACE_DENT,train,current_drifted
RUN-000798,WO-000399,P03,L05,MCH-025,PRD-021,2026-08-07,21.83,1.2902,4.6,G2_mid,3.1,91.81,53.178,3.646,1.071,0,0.016,0,DIMENSION,train,current_drifted
RUN-004478,WO-002239,P02,L03,MCH-017,PRD-071,2026-09-07,28.74,1.0816,1.7,G3_junior,7.58,83.54,52.227,3.664,0.939,0.0275,0.06,1,DIMENSION,train,current_drifted
RUN-008201,WO-004101,P02,L04,MCH-020,PRD-077,2026-08-28,16.91,1.1119,2.3,G3_junior,3.07,92.23,43.985,2.647,0.866,0.0349,0.0125,0,SURFACE_DENT,validation,current_drifted
RUN-005431,WO-002716,P02,L04,MCH-020,PRD-078,2026-08-09,32.85,1.2068,0.6,G3_junior,4.71,81.64,56.278,7.484,1.059,0.0919,0.04,0,CONTAMINATION,train,current_drifted
RUN-002660,WO-001330,P01,L01,MCH-001,PRD-028,2026-09-10,30.94,0.9442,8.9,G1_senior,7.44,95.92,54.442,3.219,0.662,0.0004,0.0,0,NONE,train,current_drifted
RUN-000960,WO-000480,P01,L01,MCH-006,PRD-080,2026-08-10,16.34,0.9641,0.2,G3_junior,6.23,82.49,54.256,2.897,1.087,0.0332,0.0375,0,SCRATCH,train,current_drifted
RUN-003134,WO-001567,P03,L06,MCH-033,PRD-054,2026-09-12,19.76,1.0932,1.2,G3_junior,6.6,67.67,50.85,3.143,0.978,0.1325,0.1,1,CONTAMINATION,train,current_drifted
RUN-008459,WO-004230,P01,L01,MCH-004,PRD-044,2026-08-11,20.48,1.1044,1.7,G3_junior,4.1,82.47,52.223,2.95,1.039,0.0368,0.0375,0,SURFACE_DENT,validation,current_drifted
RUN-011055,WO-005528,P01,L01,MCH-005,PRD-046,2026-08-27,25.37,1.1542,2.7,G3_junior,5.44,70.01,51.283,3.07,0.686,0.0411,0.08,1,SURFACE_DENT,test,current_drifted
RUN-009963,WO-004982,P03,L06,MCH-033,PRD-037,2026-08-23,14.35,1.2559,5.8,G2_mid,5.79,86.79,53.696,8.263,0.873,0.0379,0.025,0,SCRATCH,test,current_drifted
RUN-002487,WO-001244,P03,L06,MCH-032,PRD-035,2026-09-06,28.08,0.9504,0.2,G3_junior,4.46,80.99,49.764,2.998,0.941,0.0914,0.048,0,SCRATCH,train,current_drifted
RUN-001693,WO-000847,P03,L06,MCH-032,PRD-024,2026-08-11,25.38,1.1179,4.6,G2_mid,9.19,81.57,55.948,3.105,0.705,0.0807,0.075,1,SOLDER_VOID,train,current_drifted
RUN-008224,WO-004112,P02,L03,MCH-016,PRD-023,2026-08-16,28.53,1.1979,6.5,G2_mid,5.79,81.02,52.534,3.207,0.645,0.0281,0.032,0,CONTAMINATION,validation,current_drifted
RUN-009421,WO-004711,P03,L06,MCH-032,PRD-045,2026-09-01,10.99,1.1985,3.2,G2_mid,2.93,91.19,55.879,2.935,0.836,0,0.0,0,NONE,test,current_drifted
RUN-006803,WO-003402,P01,L01,MCH-004,PRD-007,2026-09-03,20.11,1.0756,11.8,G1_senior,5.04,85.04,53.984,5.027,0.85,0.0411,0.032,0,SOLDER_VOID,train,current_drifted
RUN-000270,WO-000135,P03,L05,MCH-025,PRD-012,2026-08-16,26.32,1.125,10.6,G1_senior,2.68,87.81,51.012,3.67,0.805,0.0126,0.025,0,DIMENSION,train,current_drifted
RUN-008414,WO-004207,P02,L04,MCH-023,PRD-042,2026-08-28,16.38,1.1987,2.1,G3_junior,2.69,84.1,48.262,2.65,0.827,0,0.0,0,NONE,validation,current_drifted
RUN-008115,WO-004058,P02,L04,MCH-019,PRD-024,2026-09-02,38.2,1.1784,2.8,G3_junior,7.68,83.88,49.741,3.229,0.701,0.0791,0.1,1,SOLDER_VOID,validation,current_drifted
RUN-003363,WO-001682,P03,L06,MCH-033,PRD-062,2026-09-11,29.82,0.9101,1.2,G3_junior,8.38,70.92,49.047,3.167,0.77,0.1338,0.1125,1,SOLDER_VOID,train,current_drifted
RUN-003373,WO-001687,P01,L02,MCH-008,PRD-035,2026-09-11,16.71,1.2174,2.6,G3_junior,4.89,78.95,49.756,3.151,0.737,0.0168,0.04,0,DIMENSION,train,current_drifted
RUN-002010,WO-001005,P02,L03,MCH-015,PRD-023,2026-08-21,12.54,1.0116,2.6,G3_junior,6.55,84.64,57.779,4.359,0.951,0.0399,0.06,1,SOLDER_VOID,train,current_drifted
RUN-004596,WO-002298,P03,L05,MCH-027,PRD-040,2026-09-01,24.0,1.151,2.3,G3_junior,9.1,78.61,51.851,3.177,0.89,0.1406,0.1125,1,SOLDER_VOID,train,current_drifted
RUN-002340,WO-001170,P02,L03,MCH-013,PRD-015,2026-08-16,28.4,1.0501,0.2,G3_junior,10.28,88.76,51.277,3.24,1.02,0.0857,0.072,1,SCRATCH,train,current_drifted
RUN-006344,WO-003172,P01,L02,MCH-011,PRD-066,2026-08-14,30.21,1.1583,2.8,G3_junior,8.2,86.96,51.45,3.153,0.86,0.0609,0.06,1,DIMENSION,train,current_drifted
RUN-008653,WO-004327,P02,L04,MCH-020,PRD-004,2026-08-13,16.54,1.1195,3.3,G2_mid,4.67,94.49,71.627,7.146,0.671,0.0367,0.025,0,SOLDER_VOID,validation,current_drifted
RUN-004879,WO-002440,P03,L06,MCH-031,PRD-048,2026-09-05,34.63,1.3044,1.2,G3_junior,5.35,92.2,49.381,3.639,0.834,0.0119,0.016,0,SOLDER_VOID,train,current_drifted
RUN-006488,WO-003244,P01,L02,MCH-011,PRD-069,2026-08-24,27.38,0.9377,6.1,G2_mid,10.07,83.87,52.889,3.079,0.704,0.1201,0.08,1,SOLDER_VOID,train,current_drifted
RUN-003337,WO-001669,P01,L02,MCH-008,PRD-053,2026-09-04,30.54,1.269,2.9,G3_junior,5.69,83.71,47.072,3.098,1.035,0.0719,0.08,1,SCRATCH,train,current_drifted
RUN-004575,WO-002288,P01,L01,MCH-001,PRD-008,2026-08-03,18.43,1.0156,6.1,G2_mid,4.63,82.56,51.074,2.979,0.681,0.0252,0.02,0,MISSING_PART,train,current_drifted
RUN-002485,WO-001243,P03,L05,MCH-029,PRD-073,2026-08-31,15.76,1.1681,0.2,G3_junior,3.6,85.83,46.501,2.842,0.97,0.0349,0.04,0,SURFACE_DENT,train,current_drifted
RUN-011350,WO-005675,P01,L02,MCH-012,PRD-045,2026-09-14,11.91,0.9861,0.6,G3_junior,3.32,94.9,55.592,4.088,0.981,0,0.01,0,DIMENSION,test,current_drifted
RUN-009773,WO-004887,P01,L02,MCH-007,PRD-053,2026-08-02,26.49,0.9762,2.3,G3_junior,6.4,82.46,52.665,3.203,0.902,0.0245,0.06,1,SCRATCH,test,current_drifted
RUN-006713,WO-003357,P02,L04,MCH-023,PRD-002,2026-08-22,30.42,1.1551,1.0,G3_junior,5.65,87.46,49.764,2.923,1.001,0.0201,0.04,1,SURFACE_DENT,train,current_drifted
RUN-004259,WO-002130,P02,L04,MCH-024,PRD-032,2026-08-26,31.52,0.9514,2.3,G3_junior,7.05,90.51,49.903,3.02,1.011,0.0736,0.03,0,SOLDER_VOID,train,current_drifted
RUN-002481,WO-001241,P03,L05,MCH-025,PRD-073,2026-08-18,22.11,0.9633,0.2,G3_junior,4.9,83.12,52.77,3.391,0.855,0.0452,0.016,0,SURFACE_DENT,train,current_drifted
RUN-006489,WO-003245,P02,L03,MCH-015,PRD-022,2026-08-27,29.82,1.1512,3.0,G3_junior,5.09,85.01,54.715,2.869,1.013,0.0629,0.02,0,CONTAMINATION,train,current_drifted
RUN-006521,WO-003261,P01,L02,MCH-009,PRD-001,2026-09-14,31.14,1.1703,7.0,G2_mid,9.78,86.26,50.784,3.57,0.698,0.1082,0.07,1,DIMENSION,train,current_drifted
RUN-007780,WO-003890,P02,L03,MCH-015,PRD-017,2026-08-06,26.54,1.1022,0.2,G3_junior,5.59,95.1,53.283,3.212,0.914,0.0458,0.02,0,NONE,validation,current_drifted
RUN-003957,WO-001979,P01,L02,MCH-010,PRD-035,2026-08-25,27.77,1.3056,7.0,G2_mid,4.62,83.36,53.199,2.575,0.701,0,0.04,0,SCRATCH,train,current_drifted
RUN-004119,WO-002060,P02,L04,MCH-022,PRD-037,2026-08-04,25.06,0.9632,3.1,G2_mid,5.75,84.47,54.034,3.112,0.739,0.0095,0.016,0,MISSING_PART,train,current_drifted
RUN-003271,WO-001636,P02,L03,MCH-016,PRD-066,2026-08-11,31.99,1.0908,3.3,G2_mid,8.01,86.06,53.669,3.4,0.635,0.0921,0.08,1,SURFACE_DENT,train,current_drifted
RUN-010670,WO-005335,P01,L01,MCH-002,PRD-032,2026-08-16,25.55,0.979,0.2,G3_junior,7.01,93.01,54.79,3.349,0.965,0,0.03,0,CONTAMINATION,test,current_drifted
RUN-001429,WO-000715,P03,L06,MCH-036,PRD-054,2026-09-09,19.42,0.943,4.6,G2_mid,6.5,70.6,56.333,3.259,0.89,0.0993,0.1,1,SCRATCH,train,current_drifted
RUN-004646,WO-002323,P01,L01,MCH-001,PRD-068,2026-08-01,10.79,1.048,1.6,G3_junior,3.31,65.19,53.092,3.366,1.061,0.1458,0.104,1,SOLDER_VOID,train,current_drifted
RUN-010543,WO-005272,P03,L05,MCH-030,PRD-015,2026-09-06,18.01,1.3023,2.3,G3_junior,10.02,88.64,55.436,3.128,0.794,0.0758,0.0875,1,SOLDER_VOID,test,current_drifted
RUN-009617,WO-004809,P01,L02,MCH-010,PRD-005,2026-08-17,29.4,0.987,4.8,G2_mid,6.7,85.32,51.593,2.978,0.731,0.0632,0.05,0,SOLDER_VOID,test,current_drifted
RUN-003003,WO-001502,P03,L05,MCH-028,PRD-039,2026-08-29,26.6,1.3146,2.0,G3_junior,7.17,94.05,55.651,3.539,0.627,0.0444,0.035,0,CONTAMINATION,train,current_drifted
RUN-000445,WO-000223,P01,L01,MCH-003,PRD-008,2026-08-18,24.12,1.2834,2.8,G3_junior,4.06,81.69,53.234,3.296,0.969,0.0646,0.04,0,CONTAMINATION,train,current_drifted
RUN-010641,WO-005321,P01,L02,MCH-009,PRD-011,2026-08-26,20.91,0.8603,2.6,G3_junior,2.49,68.59,52.957,3.58,0.629,0.0134,0.025,0,SCRATCH,test,current_drifted
RUN-004436,WO-002218,P03,L05,MCH-025,PRD-044,2026-08-03,29.02,1.2871,0,G0_unknown,5.16,85.36,52.228,3.293,0.714,0.0303,0.024,0,SCRATCH,train,current_drifted
RUN-003907,WO-001954,P03,L06,MCH-032,PRD-071,2026-08-24,32.46,1.0022,0.5,G3_junior,6.57,81.62,50.764,3.385,0.669,0.0432,0.04,0,DIMENSION,train,current_drifted
RUN-004821,WO-002411,P03,L05,MCH-026,PRD-025,2026-08-10,22.87,0.9704,2.6,G3_junior,4.0,84.3,56.006,3.173,0.981,0.0107,0.02,0,SCRATCH,train,current_drifted
RUN-001784,WO-000892,P02,L03,MCH-016,PRD-027,2026-08-31,27.77,1.0585,1.0,G3_junior,7.64,84.41,52.372,3.602,1.03,0.0543,0.064,1,SCRATCH,train,current_drifted
RUN-003496,WO-001748,P02,L04,MCH-022,PRD-079,2026-08-15,18.27,1.2933,7.6,G2_mid,4.58,66.02,51.069,3.168,0.829,0.0348,0.055,1,MISSING_PART,train,current_drifted
RUN-007950,WO-003975,P01,L01,MCH-005,PRD-051,2026-09-08,34.13,1.0469,0.6,G3_junior,7.5,90.41,45.031,2.696,0.918,0.0425,0.0375,0,SURFACE_DENT,validation,current_drifted
