date,product_id,product_family,actual_order_quantity,promotion_flag,holiday_flag,season_index,price_index
2025-08-04,PRD-054,power_unit,0,0,0,1.0093,1.0699
2025-08-04,PRD-079,connector,0,0,0,1.0093,0.9943
2025-08-04,PRD-057,sensor_module,0,0,0,1.0093,0.9555
2025-08-04,PRD-028,industrial_switch,0,0,0,1.0093,1.0276
2025-08-04,PRD-030,sensor_module,0,1,0,1.0093,1.0316
2025-08-04,PRD-034,power_unit,2924,0,0,1.0093,0.9885
2025-08-04,PRD-024,connector,0,0,0,1.0093,1.0506
2025-08-05,PRD-036,connector,0,0,0,1.0124,1.0056
2025-08-05,PRD-052,metal_housing,0,0,0,1.0124,0.9464
2025-08-05,PRD-030,sensor_module,0,0,0,1.0124,1.0412
2025-08-05,PRD-073,connector,0,0,0,1.0124,1.0677
2025-08-05,PRD-079,connector,0,0,0,1.0124,0.9374
2025-08-05,PRD-080,metal_housing,0,0,0,1.0124,0.9773
2025-08-05,PRD-009,power_unit,0,0,0,1.0124,1.0027
2025-08-05,PRD-074,sensor_module,0,0,0,1.0124,1.0674
2025-08-05,PRD-054,power_unit,0,0,0,1.0124,1.0457
2025-08-05,PRD-034,power_unit,0,0,0,1.0124,0.9702
2025-08-05,PRD-041,control_board,7687,0,0,1.0124,0.9357
2025-08-05,PRD-040,control_board,0,0,0,1.0124,1.0437
2025-08-05,PRD-001,sensor_module,0,0,0,1.0124,1.0138
2025-08-05,PRD-078,connector,0,0,0,1.0124,0.9776
2025-08-05,PRD-043,industrial_switch,0,0,0,1.0124,1.0581
2025-08-05,PRD-042,connector,0,0,0,1.0124,1.0214
2025-08-05,PRD-066,metal_housing,0,0,0,1.0124,1.007
2025-08-05,PRD-037,control_board,0,0,0,1.0124,1.0231
2025-08-05,PRD-006,sensor_module,3165,0,0,1.0124,0.9781
2025-08-05,PRD-005,industrial_switch,0,0,0,1.0124,1.0302
2025-08-06,PRD-041,control_board,0,0,0,1.0155,0.9959
2025-08-06,PRD-051,control_board,0,0,0,1.0155,1.0135
2025-08-06,PRD-034,power_unit,0,0,0,1.0155,0.9982
2025-08-06,PRD-063,industrial_switch,0,0,0,1.0155,0.9613
2025-08-06,PRD-080,metal_housing,2230,0,0,1.0155,1.0648
2025-08-06,PRD-064,power_unit,0,0,0,1.0155,1.047
2025-08-06,PRD-020,control_board,0,0,0,1.0155,1.0624
2025-08-06,PRD-049,power_unit,12315,0,0,1.0155,0.9349
2025-08-06,PRD-013,industrial_switch,1677,0,0,1.0155,0.9981
2025-08-06,PRD-075,industrial_switch,0,0,0,1.0155,1.0043
2025-08-06,PRD-078,connector,5749,0,0,1.0155,1.0058
2025-08-06,PRD-028,industrial_switch,0,0,0,1.0155,0.9666
2025-08-06,PRD-055,power_unit,0,0,0,1.0155,1.0014
2025-08-06,PRD-033,control_board,0,0,0,1.0155,1.0489
2025-08-06,PRD-077,control_board,0,0,0,1.0155,1.0268
2025-08-06,PRD-009,power_unit,0,0,0,1.0155,1.0092
2025-08-06,PRD-007,control_board,0,0,0,1.0155,0.9388
2025-08-06,PRD-069,sensor_module,0,0,0,1.0155,0.9411
2025-08-06,PRD-056,industrial_switch,0,0,0,1.0155,1.034
2025-08-06,PRD-072,metal_housing,8400,0,0,1.0155,0.956
2025-08-07,PRD-053,industrial_switch,0,0,0,1.0186,0.985
2025-08-07,PRD-068,connector,2546,0,0,1.0186,1.0261
2025-08-07,PRD-031,connector,0,0,0,1.0186,1.0654
2025-08-07,PRD-064,power_unit,0,0,0,1.0186,0.9847
2025-08-07,PRD-026,power_unit,2812,0,0,1.0186,1.0124
2025-08-07,PRD-044,sensor_module,0,0,0,1.0186,1.0413
2025-08-07,PRD-028,industrial_switch,0,0,0,1.0186,0.97
2025-08-07,PRD-066,metal_housing,2102,0,0,1.0186,1.0584
2025-08-07,PRD-071,connector,0,0,0,1.0186,1.0112
2025-08-07,PRD-074,sensor_module,0,0,0,1.0186,0.9339
2025-08-07,PRD-052,metal_housing,0,0,0,1.0186,0.945
2025-08-07,PRD-073,connector,0,0,0,1.0186,1.0515
2025-08-07,PRD-060,connector,1371,0,0,1.0186,1.0116
2025-08-07,PRD-002,sensor_module,0,0,0,1.0186,1.0034
2025-08-07,PRD-079,connector,3443,0,0,1.0186,1.011
2025-08-07,PRD-011,industrial_switch,0,0,0,1.0186,1.0352
2025-08-07,PRD-035,sensor_module,1732,0,0,1.0186,1.0091
2025-08-07,PRD-069,sensor_module,5265,0,0,1.0186,0.9827
2025-08-07,PRD-032,connector,0,0,0,1.0186,0.9499
2025-08-07,PRD-030,sensor_module,0,0,0,1.0186,1.0395
2025-08-08,PRD-056,industrial_switch,0,0,0,1.0216,0.957
2025-08-08,PRD-077,control_board,0,1,0,1.0216,1.0431
2025-08-08,PRD-060,connector,0,0,0,1.0216,0.969
2025-08-08,PRD-078,connector,2191,0,0,1.0216,0.9676
2025-08-08,PRD-080,metal_housing,0,0,0,1.0216,1.0246
2025-08-08,PRD-005,industrial_switch,752,0,0,1.0216,0.9436
2025-08-08,PRD-015,industrial_switch,1102,0,0,1.0216,1.0063
2025-08-08,PRD-046,control_board,0,0,0,1.0216,0.9597
2025-08-08,PRD-049,power_unit,0,0,0,1.0216,0.938
2025-08-08,PRD-028,industrial_switch,0,0,0,1.0216,1.0412
2025-08-08,PRD-074,sensor_module,2020,0,0,1.0216,0.9337
2025-08-08,PRD-059,control_board,1901,0,0,1.0216,0.9823
2025-08-08,PRD-021,power_unit,0,0,0,1.0216,1.0423
2025-08-08,PRD-003,power_unit,0,0,0,1.0216,1.0264
2025-08-08,PRD-067,sensor_module,9133,0,0,1.0216,0.9811
2025-08-08,PRD-061,industrial_switch,0,0,0,1.0216,0.9584
2025-08-08,PRD-079,connector,0,1,0,1.0216,0.9696
2025-08-08,PRD-002,sensor_module,0,0,0,1.0216,1.0295
2025-08-08,PRD-069,sensor_module,0,0,0,1.0216,0.9865
2025-08-08,PRD-034,power_unit,0,0,0,1.0216,1.0222
2025-08-09,PRD-039,industrial_switch,0,0,0,1.0247,0.9932
2025-08-09,PRD-051,control_board,0,0,0,1.0247,1.0286
2025-08-09,PRD-025,power_unit,0,0,0,1.0247,1.0332
2025-08-09,PRD-024,connector,0,0,0,1.0247,1.0488
2025-08-09,PRD-060,connector,0,0,0,1.0247,1.0448
2025-08-09,PRD-007,control_board,0,0,0,1.0247,1.0528
2025-08-09,PRD-075,industrial_switch,18616,0,0,1.0247,0.9489
2025-08-09,PRD-080,metal_housing,0,0,0,1.0247,0.9544
2025-08-09,PRD-077,control_board,0,0,0,1.0247,0.9507
2025-08-09,PRD-009,power_unit,0,0,0,1.0247,0.9812
2025-08-09,PRD-061,industrial_switch,0,0,0,1.0247,1.0314
2025-08-09,PRD-029,connector,0,0,0,1.0247,1.0337
2025-08-09,PRD-028,industrial_switch,0,0,0,1.0247,0.9935
2025-08-09,PRD-001,sensor_module,0,0,0,1.0247,0.9683
2025-08-09,PRD-020,control_board,2226,0,0,1.0247,0.9591
2025-08-09,PRD-078,connector,0,0,0,1.0247,0.9527
2025-08-09,PRD-073,connector,0,0,0,1.0247,1.0444
2025-08-09,PRD-069,sensor_module,0,0,0,1.0247,0.9927
2025-08-09,PRD-002,sensor_module,0,0,0,1.0247,0.9474
2025-08-09,PRD-070,industrial_switch,0,0,0,1.0247,1.0086
2025-08-10,PRD-071,connector,0,0,0,1.0278,1.0609
2025-08-10,PRD-052,metal_housing,0,0,0,1.0278,1.0445
2025-08-10,PRD-018,sensor_module,0,0,0,1.0278,0.9708
2025-08-10,PRD-030,sensor_module,0,0,0,1.0278,1.0263
2025-08-10,PRD-075,industrial_switch,0,0,0,1.0278,0.9852
2025-08-10,PRD-035,sensor_module,0,0,0,1.0278,0.9477
2025-08-10,PRD-073,connector,0,0,0,1.0278,1.0089
2025-08-10,PRD-053,industrial_switch,0,0,0,1.0278,0.9734
2025-08-10,PRD-034,power_unit,6827,0,0,1.0278,1.0039
2025-08-10,PRD-072,metal_housing,0,0,0,1.0278,1.0338
2025-08-10,PRD-067,sensor_module,0,0,0,1.0278,0.972
2025-08-10,PRD-009,power_unit,2506,1,0,1.0278,1.0493
2025-08-10,PRD-038,connector,0,0,0,1.0278,0.9408
2025-08-10,PRD-042,connector,0,0,0,1.0278,1.0058
2025-08-10,PRD-051,control_board,0,0,0,1.0278,1.0016
2025-08-10,PRD-020,control_board,0,0,0,1.0278,0.9826
2025-08-10,PRD-029,connector,0,0,0,1.0278,1.0456
2025-08-10,PRD-061,industrial_switch,0,0,0,1.0278,0.9317
2025-08-10,PRD-027,power_unit,0,0,0,1.0278,0.9683
2025-08-10,PRD-039,industrial_switch,2520,0,0,1.0278,0.9837
2025-08-11,PRD-046,control_board,0,0,0,1.0308,1.0535
2025-08-11,PRD-016,connector,0,0,0,1.0308,0.9853
2025-08-11,PRD-042,connector,0,0,0,1.0308,0.9773
2025-08-11,PRD-062,sensor_module,0,0,0,1.0308,1.063
2025-08-11,PRD-066,metal_housing,4790,0,0,1.0308,0.9882
2025-08-11,PRD-064,power_unit,0,0,0,1.0308,1.0161
2025-08-11,PRD-069,sensor_module,0,0,0,1.0308,0.9658
2025-08-11,PRD-031,connector,0,0,0,1.0308,0.9813
2025-08-11,PRD-027,power_unit,0,0,0,1.0308,1.0061
2025-08-11,PRD-059,control_board,8950,0,0,1.0308,1.0388
2025-08-11,PRD-023,power_unit,0,0,0,1.0308,1.011
2025-08-11,PRD-056,industrial_switch,0,0,0,1.0308,1.0331
2025-08-11,PRD-028,industrial_switch,0,0,0,1.0308,1.0694
2025-08-11,PRD-033,control_board,0,0,0,1.0308,0.9962
2025-08-11,PRD-072,metal_housing,6668,0,0,1.0308,1.0244
2025-08-11,PRD-041,control_board,0,0,0,1.0308,0.9374
2025-08-11,PRD-005,industrial_switch,0,0,0,1.0308,0.9387
2025-08-11,PRD-079,connector,6160,0,0,1.0308,1.0133
2025-08-11,PRD-077,control_board,0,0,0,1.0308,0.9376
2025-08-11,PRD-032,connector,0,0,0,1.0308,1.0343
2025-08-12,PRD-043,industrial_switch,0,0,0,1.0339,1.0177
2025-08-12,PRD-060,connector,0,0,0,1.0339,1.055
2025-08-12,PRD-062,sensor_module,8135,0,0,1.0339,1.0487
2025-08-12,PRD-009,power_unit,0,0,0,1.0339,1.0026
2025-08-12,PRD-069,sensor_module,0,0,0,1.0339,1.0173
2025-08-12,PRD-048,power_unit,0,0,0,1.0339,1.0535
2025-08-12,PRD-001,sensor_module,0,0,0,1.0339,1.0107
2025-08-12,PRD-020,control_board,0,0,0,1.0339,1.0665
2025-08-12,PRD-038,connector,0,0,0,1.0339,1.0329
2025-08-12,PRD-002,sensor_module,0,0,0,1.0339,1.0208
2025-08-12,PRD-022,industrial_switch,0,0,0,1.0339,1.0354
2025-08-12,PRD-032,connector,0,0,0,1.0339,1.0256
2025-08-12,PRD-042,connector,0,0,0,1.0339,0.9831
2025-08-12,PRD-072,metal_housing,0,0,0,1.0339,0.9392
2025-08-12,PRD-046,control_board,0,1,0,1.0339,0.9902
2025-08-12,PRD-036,connector,0,0,0,1.0339,0.9744
2025-08-12,PRD-003,power_unit,0,0,0,1.0339,0.9423
2025-08-12,PRD-071,connector,0,0,0,1.0339,0.9744
2025-08-12,PRD-057,sensor_module,0,0,0,1.0339,1.0264
2025-08-12,PRD-050,control_board,0,0,0,1.0339,0.9381
2025-08-13,PRD-031,connector,4546,0,0,1.0369,0.9756
2025-08-13,PRD-002,sensor_module,0,0,0,1.0369,1.0379
2025-08-13,PRD-071,connector,0,0,0,1.0369,0.9889
2025-08-13,PRD-049,power_unit,0,0,0,1.0369,0.9764
2025-08-13,PRD-045,control_board,0,0,0,1.0369,1.0422
2025-08-13,PRD-061,industrial_switch,1361,0,0,1.0369,1.0653
2025-08-13,PRD-050,control_board,0,0,0,1.0369,0.9379
2025-08-13,PRD-079,connector,0,1,0,1.0369,0.9729
2025-08-13,PRD-001,sensor_module,0,0,0,1.0369,1.0109
2025-08-13,PRD-022,industrial_switch,0,0,0,1.0369,1.0118
2025-08-13,PRD-026,power_unit,0,0,0,1.0369,0.9894
2025-08-13,PRD-012,connector,0,0,0,1.0369,1.0126
2025-08-13,PRD-070,industrial_switch,2934,0,0,1.0369,0.9997
2025-08-13,PRD-080,metal_housing,0,0,0,1.0369,1.041
2025-08-13,PRD-075,industrial_switch,0,0,0,1.0369,1.0456
2025-08-13,PRD-035,sensor_module,2522,0,0,1.0369,1.0615
2025-08-13,PRD-013,industrial_switch,0,0,0,1.0369,0.9379
2025-08-13,PRD-074,sensor_module,0,0,0,1.0369,0.9959
2025-08-13,PRD-058,sensor_module,0,0,0,1.0369,0.9866
2025-08-13,PRD-052,metal_housing,2193,0,0,1.0369,1.0523
2025-08-14,PRD-011,industrial_switch,0,0,0,1.0399,1.0502
2025-08-14,PRD-074,sensor_module,0,0,0,1.0399,0.9966
2025-08-14,PRD-071,connector,0,0,0,1.0399,0.9961
2025-08-14,PRD-013,industrial_switch,0,0,0,1.0399,1.0461
2025-08-14,PRD-059,control_board,0,0,0,1.0399,1.0221
2025-08-14,PRD-026,power_unit,0,0,0,1.0399,1.0473
2025-08-14,PRD-010,power_unit,0,0,0,1.0399,1.0174
2025-08-14,PRD-028,industrial_switch,0,0,0,1.0399,0.9919
2025-08-14,PRD-052,metal_housing,0,0,0,1.0399,0.987
2025-08-14,PRD-027,power_unit,0,0,0,1.0399,0.9946
2025-08-14,PRD-062,sensor_module,0,0,0,1.0399,0.9553
2025-08-14,PRD-049,power_unit,0,0,0,1.0399,0.9667
2025-08-14,PRD-030,sensor_module,0,0,0,1.0399,0.9734
2025-08-14,PRD-058,sensor_module,0,0,0,1.0399,1.0145
2025-08-14,PRD-051,control_board,0,0,0,1.0399,1.0531
2025-08-14,PRD-032,connector,0,0,0,1.0399,0.949
2025-08-14,PRD-041,control_board,0,0,0,1.0399,1.0218
2025-08-14,PRD-005,industrial_switch,0,0,0,1.0399,1.0086
2025-08-14,PRD-021,power_unit,0,0,0,1.0399,1.0591
2025-08-14,PRD-008,power_unit,0,0,0,1.0399,0.9782
2025-08-15,PRD-015,industrial_switch,1761,0,0,1.043,1.0638
2025-08-15,PRD-030,sensor_module,9620,0,0,1.043,0.9584
2025-08-15,PRD-031,connector,3918,0,0,1.043,1.0648
2025-08-15,PRD-058,sensor_module,0,0,0,1.043,0.9675
2025-08-15,PRD-019,control_board,0,0,0,1.043,0.9537
2025-08-15,PRD-073,connector,5580,0,0,1.043,1.0465
2025-08-15,PRD-080,metal_housing,0,0,0,1.043,0.9669
2025-08-15,PRD-078,connector,3142,0,0,1.043,1.0653
2025-08-15,PRD-064,power_unit,17409,0,0,1.043,1.0273
2025-08-15,PRD-047,metal_housing,4184,0,0,1.043,0.9318
2025-08-15,PRD-045,control_board,0,0,0,1.043,1.0295
2025-08-15,PRD-003,power_unit,5702,0,0,1.043,0.9631
2025-08-15,PRD-020,control_board,0,0,0,1.043,1.0463
2025-08-15,PRD-055,power_unit,0,0,0,1.043,1.0609
2025-08-15,PRD-051,control_board,0,0,0,1.043,0.9457
2025-08-15,PRD-052,metal_housing,0,0,0,1.043,0.9911
2025-08-15,PRD-057,sensor_module,0,0,0,1.043,1.0332
2025-08-15,PRD-026,power_unit,0,0,0,1.043,0.9589
2025-08-15,PRD-004,control_board,0,0,0,1.043,1.0511
2025-08-15,PRD-036,connector,4602,0,0,1.043,1.0022
2025-08-16,PRD-036,connector,0,0,0,1.046,0.9703
2025-08-16,PRD-077,control_board,0,0,0,1.046,1.0166
2025-08-16,PRD-039,industrial_switch,0,0,0,1.046,1.0682
2025-08-16,PRD-037,control_board,0,0,0,1.046,0.9676
2025-08-16,PRD-030,sensor_module,0,0,0,1.046,1.0617
2025-08-16,PRD-014,industrial_switch,0,0,0,1.046,0.9951
2025-08-16,PRD-051,control_board,0,0,0,1.046,0.9494
2025-08-16,PRD-009,power_unit,1295,0,0,1.046,0.9511
2025-08-16,PRD-002,sensor_module,0,0,0,1.046,0.9993
2025-08-16,PRD-066,metal_housing,0,0,0,1.046,1.0169
2025-08-16,PRD-072,metal_housing,0,0,0,1.046,0.9923
2025-08-16,PRD-047,metal_housing,0,0,0,1.046,1.0668
2025-08-16,PRD-004,control_board,0,0,0,1.046,0.9902
2025-08-16,PRD-040,control_board,0,0,0,1.046,1.0117
2025-08-16,PRD-033,control_board,0,0,0,1.046,0.9524
2025-08-16,PRD-059,control_board,4233,0,0,1.046,0.9344
2025-08-16,PRD-075,industrial_switch,0,0,0,1.046,1.0433
2025-08-16,PRD-070,industrial_switch,0,0,0,1.046,0.9918
2025-08-16,PRD-024,connector,2354,0,0,1.046,0.9345
2025-08-16,PRD-074,sensor_module,0,0,0,1.046,0.9584
2025-08-17,PRD-045,control_board,0,0,0,1.049,1.0039
2025-08-17,PRD-056,industrial_switch,0,0,0,1.049,1.0453
2025-08-17,PRD-042,connector,0,0,0,1.049,1.0022
2025-08-17,PRD-059,control_board,0,0,0,1.049,0.9327
2025-08-17,PRD-074,sensor_module,0,0,0,1.049,1.0631
2025-08-17,PRD-028,industrial_switch,0,0,0,1.049,1.0658
2025-08-17,PRD-026,power_unit,0,0,0,1.049,1.0671
2025-08-17,PRD-049,power_unit,0,0,0,1.049,0.9979
2025-08-17,PRD-062,sensor_module,0,0,0,1.049,0.9858
2025-08-17,PRD-017,metal_housing,3800,0,0,1.049,1.0664
2025-08-17,PRD-029,connector,0,0,0,1.049,0.941
2025-08-17,PRD-012,connector,0,0,0,1.049,0.9559
2025-08-17,PRD-046,control_board,19036,0,0,1.049,1.0273
2025-08-17,PRD-076,metal_housing,0,0,0,1.049,0.9586
2025-08-17,PRD-078,connector,0,0,0,1.049,1.0596
2025-08-17,PRD-050,control_board,0,0,0,1.049,1.0287
2025-08-17,PRD-053,industrial_switch,0,0,0,1.049,0.9802
2025-08-17,PRD-032,connector,0,0,0,1.049,1.0352
2025-08-17,PRD-037,control_board,0,0,0,1.049,0.9863
2025-08-17,PRD-064,power_unit,0,0,0,1.049,0.9629
2025-08-18,PRD-017,metal_housing,0,0,1,1.0519,0.9302
2025-08-18,PRD-062,sensor_module,8918,0,1,1.0519,0.9598
2025-08-18,PRD-034,power_unit,0,0,1,1.0519,1.0085
2025-08-18,PRD-052,metal_housing,0,0,1,1.0519,0.9588
2025-08-18,PRD-033,control_board,0,0,1,1.0519,1.0356
2025-08-18,PRD-080,metal_housing,0,1,1,1.0519,1.0574
2025-08-18,PRD-030,sensor_module,0,0,1,1.0519,0.9481
2025-08-18,PRD-005,industrial_switch,0,0,1,1.0519,1.0487
2025-08-18,PRD-071,connector,0,0,1,1.0519,0.976
2025-08-18,PRD-010,power_unit,0,0,1,1.0519,1.0555
2025-08-18,PRD-066,metal_housing,0,0,1,1.0519,0.9604
2025-08-18,PRD-075,industrial_switch,0,0,1,1.0519,1.0201
2025-08-18,PRD-040,control_board,3294,0,1,1.0519,0.9843
2025-08-18,PRD-029,connector,0,0,1,1.0519,1.0143
2025-08-18,PRD-063,industrial_switch,0,0,1,1.0519,0.9879
2025-08-18,PRD-015,industrial_switch,0,0,1,1.0519,1.0626
2025-08-18,PRD-028,industrial_switch,0,0,1,1.0519,0.9509
2025-08-18,PRD-008,power_unit,0,0,1,1.0519,1.0062
2025-08-18,PRD-047,metal_housing,0,0,1,1.0519,0.9587
2025-08-18,PRD-018,sensor_module,0,0,1,1.0519,1.0519
2025-08-19,PRD-007,control_board,0,0,0,1.0549,1.0184
2025-08-19,PRD-003,power_unit,0,0,0,1.0549,0.996
2025-08-19,PRD-005,industrial_switch,0,0,0,1.0549,0.9717
2025-08-19,PRD-004,control_board,1228,0,0,1.0549,0.9357
2025-08-19,PRD-064,power_unit,0,0,0,1.0549,1.0591
2025-08-19,PRD-053,industrial_switch,0,0,0,1.0549,0.9529
2025-08-19,PRD-010,power_unit,4008,0,0,1.0549,0.9659
2025-08-19,PRD-022,industrial_switch,0,0,0,1.0549,1.0412
2025-08-19,PRD-046,control_board,0,0,0,1.0549,0.9538
2025-08-19,PRD-021,power_unit,0,0,0,1.0549,0.9753
2025-08-19,PRD-057,sensor_module,6290,0,0,1.0549,1.0487
2025-08-19,PRD-055,power_unit,4520,0,0,1.0549,1.0376
2025-08-19,PRD-056,industrial_switch,0,0,0,1.0549,0.9672
2025-08-19,PRD-038,connector,0,0,0,1.0549,0.9377
2025-08-19,PRD-026,power_unit,9224,0,0,1.0549,1.0511
2025-08-19,PRD-037,control_board,0,0,0,1.0549,0.9387
2025-08-19,PRD-016,connector,1664,0,0,1.0549,1.0101
2025-08-19,PRD-077,control_board,0,0,0,1.0549,0.9787
2025-08-19,PRD-068,connector,0,0,0,1.0549,1.01
2025-08-19,PRD-030,sensor_module,0,0,0,1.0549,1.0078
2025-08-20,PRD-008,power_unit,0,0,0,1.0578,1.0052
2025-08-20,PRD-063,industrial_switch,0,1,0,1.0578,0.9542
2025-08-20,PRD-017,metal_housing,7878,0,0,1.0578,0.9533
2025-08-20,PRD-056,industrial_switch,0,0,0,1.0578,0.9615
2025-08-20,PRD-012,connector,0,0,0,1.0578,0.9676
2025-08-20,PRD-035,sensor_module,0,0,0,1.0578,1.061
2025-08-20,PRD-010,power_unit,0,0,0,1.0578,0.9564
2025-08-20,PRD-027,power_unit,0,0,0,1.0578,1.0657
2025-08-20,PRD-011,industrial_switch,0,0,0,1.0578,1.0384
2025-08-20,PRD-052,metal_housing,0,0,0,1.0578,0.9663
2025-08-20,PRD-077,control_board,2025,0,0,1.0578,1.0697
2025-08-20,PRD-004,control_board,0,0,0,1.0578,0.9819
2025-08-20,PRD-025,power_unit,0,0,0,1.0578,1.0086
2025-08-20,PRD-058,sensor_module,0,0,0,1.0578,1.0667
2025-08-20,PRD-043,industrial_switch,0,0,0,1.0578,1.0629
2025-08-20,PRD-020,control_board,0,0,0,1.0578,0.9438
2025-08-20,PRD-007,control_board,0,0,0,1.0578,0.9712
2025-08-20,PRD-066,metal_housing,0,1,0,1.0578,0.9973
2025-08-20,PRD-060,connector,0,0,0,1.0578,1.0409
2025-08-20,PRD-061,industrial_switch,0,0,0,1.0578,1.0679
2025-08-21,PRD-023,power_unit,0,0,0,1.0608,1.0675
2025-08-21,PRD-068,connector,0,0,0,1.0608,1.0213
2025-08-21,PRD-063,industrial_switch,0,1,0,1.0608,0.9578
2025-08-21,PRD-053,industrial_switch,0,0,0,1.0608,0.9896
2025-08-21,PRD-054,power_unit,0,0,0,1.0608,1.0131
2025-08-21,PRD-028,industrial_switch,0,0,0,1.0608,0.9426
2025-08-21,PRD-002,sensor_module,0,0,0,1.0608,0.9971
2025-08-21,PRD-027,power_unit,0,0,0,1.0608,1.0613
2025-08-21,PRD-060,connector,0,0,0,1.0608,1.0326
2025-08-21,PRD-036,connector,0,0,0,1.0608,0.9489
