run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split
RUN-000012,WO-000006,P01,L02,MCH-009,PRD-071,2025-08-01,23.88,0.9057,7.6,G2_mid,6.2,84.7,52.594,3.197,0.644,0.0985,0.05,0,CONTAMINATION,train
RUN-000013,WO-000007,P02,L03,MCH-018,PRD-023,2025-08-01,30.93,1.1717,1.6,G3_junior,5.0,85.8,53.449,3.309,0.783,0.0514,0.06,1,SCRATCH,train
RUN-000014,WO-000007,P02,L03,MCH-017,PRD-023,2025-08-01,33.62,1.0534,15.7,G1_senior,5.0,85.8,52.269,3.713,0.709,0.0302,0.01,0,MISSING_PART,train
RUN-000015,WO-000008,P02,L03,MCH-018,PRD-023,2025-08-01,27.93,1.15,1.0,G3_junior,5.0,85.8,53.449,3.309,1.048,0.1074,0.064,1,CONTAMINATION,train
RUN-000016,WO-000008,P02,L03,MCH-015,PRD-023,2025-08-01,29.44,0.8484,6.1,G2_mid,5.0,85.8,51.555,3.445,1.02,0.044,0.035,0,CONTAMINATION,train
RUN-000017,WO-000009,P02,L03,MCH-015,PRD-023,2025-08-01,23.3,0.8739,5.8,G2_mid,5.0,85.8,51.555,3.445,0.736,0,0.02,0,SURFACE_DENT,train
RUN-000018,WO-000009,P02,L03,MCH-018,PRD-023,2025-08-01,23.86,0.884,1.4,G3_junior,5.0,85.8,53.449,3.309,1.074,0.0409,0.0375,0,SCRATCH,train
RUN-000019,WO-000010,P02,L04,MCH-019,PRD-040,2025-08-01,34.89,0.8421,11.2,G1_senior,8.4,82.7,54.725,4.032,0.69,0.0797,0.0625,1,MISSING_PART,train
RUN-000020,WO-000010,P02,L04,MCH-023,PRD-040,2025-08-01,35.99,1.1264,2.3,G3_junior,8.4,82.7,49.536,2.499,0.829,0.0639,0.096,1,SCRATCH,train
RUN-000021,WO-000011,P02,L04,MCH-021,PRD-040,2025-08-01,18.6,1.0544,0,G0_unknown,8.4,82.7,52.501,2.823,0.768,0.1158,0.112,1,SURFACE_DENT,train
RUN-000022,WO-000011,P02,L04,MCH-022,PRD-040,2025-08-01,19.22,0.905,7.1,G2_mid,8.4,82.7,50.972,2.893,1.096,0.086,0.1,1,SCRATCH,train
RUN-000023,WO-000012,P02,L04,MCH-023,PRD-040,2025-08-01,25.11,1.046,2.3,G3_junior,8.4,82.7,49.536,2.499,1.096,0.1334,0.12,1,NONE,train
RUN-000024,WO-000012,P02,L04,MCH-019,PRD-040,2025-08-01,26.49,1.0943,0.7,G3_junior,8.4,82.7,54.725,4.032,0.839,0.1249,0.1,1,SURFACE_DENT,train
RUN-000025,WO-000013,P03,L05,MCH-027,PRD-010,2025-08-01,17.0,1.0818,0.2,G3_junior,6.9,97.0,51.402,2.693,0.865,0.0975,0.05,0,DIMENSION,train
RUN-000026,WO-000013,P03,L05,MCH-028,PRD-010,2025-08-01,21.97,0.8926,1.2,G3_junior,6.9,97.0,55.0,3.187,1.043,0.0556,0.05,0,NONE,train
RUN-000027,WO-000014,P03,L05,MCH-025,PRD-010,2025-08-01,31.04,1.1369,7.1,G2_mid,6.9,97.0,52.872,3.58,0.891,0,0.02,0,CONTAMINATION,train
RUN-000028,WO-000014,P03,L05,MCH-028,PRD-010,2025-08-01,24.83,1.1419,7.2,G2_mid,6.9,97.0,55.0,3.187,0.679,0.0467,0.032,0,CONTAMINATION,train
RUN-000029,WO-000015,P03,L05,MCH-028,PRD-010,2025-08-01,31.43,1.0207,1.4,G3_junior,6.9,97.0,55.0,3.187,0.715,0.0576,0.025,0,SCRATCH,train
RUN-000030,WO-000015,P03,L05,MCH-027,PRD-010,2025-08-01,30.9,0.9596,18,G1_senior,6.9,97.0,51.402,2.693,0.74,0.0093,0.008,0,CONTAMINATION,train
RUN-000031,WO-000016,P03,L06,MCH-032,PRD-022,2025-08-01,22.19,1.1244,2.1,G3_junior,4.3,85.8,55.821,3.724,0.741,0.0112,0.0375,0,CONTAMINATION,train
RUN-000032,WO-000016,P03,L06,MCH-031,PRD-022,2025-08-01,21.76,1.0833,1.0,G3_junior,4.3,85.8,54.945,3.637,0.847,0.0766,0.03,0,CONTAMINATION,train
RUN-000033,WO-000017,P03,L06,MCH-033,PRD-022,2025-08-01,24.71,0.9647,0.7,G3_junior,4.3,85.8,54.666,3.484,0.814,0.0629,0.06,1,SOLDER_VOID,train
RUN-000034,WO-000017,P03,L06,MCH-034,PRD-022,2025-08-01,29.03,1.1,1.0,G3_junior,4.3,85.8,51.481,2.663,0.686,0.001,0.03,0,CONTAMINATION,train
RUN-000035,WO-000018,P03,L06,MCH-034,PRD-022,2025-08-01,28.25,0.834,0.6,G3_junior,4.3,85.8,51.481,2.663,1.05,0.0902,0.02,0,SURFACE_DENT,train
RUN-000036,WO-000018,P03,L06,MCH-032,PRD-022,2025-08-01,25.94,1.1199,2.8,G3_junior,4.3,85.8,55.821,3.724,0.868,0.0504,0.04,0,MISSING_PART,train
RUN-000037,WO-000019,P01,L01,MCH-006,PRD-009,2025-08-02,21.98,0.8342,1.7,G3_junior,5.0,76.8,49.177,3.229,1.083,0.0726,0.08,1,SURFACE_DENT,train
RUN-000038,WO-000019,P01,L01,MCH-004,PRD-009,2025-08-02,21.22,1.1764,3.1,G2_mid,5.0,76.8,49.74,2.812,0.769,0.0924,0.08,1,SCRATCH,train
RUN-000039,WO-000020,P01,L02,MCH-011,PRD-062,2025-08-02,22.38,1.1247,1.3,G3_junior,6.8,71.4,47.144,3.722,0.723,0.1147,0.1125,1,CONTAMINATION,train
RUN-000040,WO-000020,P01,L02,MCH-010,PRD-062,2025-08-02,23.2,0.9062,5.8,G2_mid,6.8,71.4,51.061,3.51,0.819,0.0555,0.0875,1,MISSING_PART,train
RUN-000041,WO-000021,P02,L03,MCH-014,PRD-040,2025-08-02,25.11,1.0352,2.7,G3_junior,8.4,82.7,51.309,3.446,0.95,0.1615,0.12,1,CONTAMINATION,train
RUN-000042,WO-000021,P02,L03,MCH-013,PRD-040,2025-08-02,26.03,0.9594,0.2,G3_junior,8.4,82.7,47.56,3.026,1.022,0.1087,0.115,1,SCRATCH,train
RUN-000043,WO-000022,P02,L03,MCH-013,PRD-040,2025-08-02,38.46,1.1517,1.8,G3_junior,8.4,82.7,47.56,3.026,0.845,0.1197,0.104,1,SURFACE_DENT,train
RUN-000044,WO-000022,P02,L03,MCH-015,PRD-040,2025-08-02,35.88,0.8736,0.8,G3_junior,8.4,82.7,46.154,3.53,0.91,0.1236,0.11,1,SCRATCH,train
RUN-000045,WO-000023,P02,L03,MCH-016,PRD-057,2025-08-02,25.26,0.9781,4.6,G2_mid,5.6,88.6,48.506,3.024,0.88,0.018,0.04,0,MISSING_PART,train
RUN-000046,WO-000023,P02,L03,MCH-013,PRD-057,2025-08-02,25.63,1.0481,1.0,G3_junior,5.6,88.6,47.56,3.026,0.633,0.0495,0.04,0,CONTAMINATION,train
RUN-000047,WO-000024,P02,L04,MCH-023,PRD-001,2025-08-02,18.97,0.9195,1.8,G3_junior,8.2,89.9,45.419,2.678,0.885,0.0727,0.05,0,MISSING_PART,train
RUN-000048,WO-000024,P02,L04,MCH-019,PRD-001,2025-08-02,23.15,0.9698,0.2,G3_junior,8.2,89.9,47.999,2.718,1.035,0.0812,0.0875,1,DIMENSION,train
RUN-000049,WO-000025,P03,L05,MCH-028,PRD-049,2025-08-02,33.02,1.1466,0.2,G3_junior,10,82.7,49.762,3.27,0.921,0.1457,0.13,1,SCRATCH,train
RUN-000050,WO-000025,P03,L05,MCH-029,PRD-049,2025-08-02,35.22,1.159,10.6,G1_senior,10,82.7,49.718,3.42,0.794,0.1165,0.12,1,CONTAMINATION,train
RUN-000051,WO-000026,P03,L05,MCH-027,PRD-080,2025-08-02,29.44,0.9672,3.1,G2_mid,5.2,84.5,45.025,3.044,0.962,0.0627,0.05,0,SURFACE_DENT,train
RUN-000052,WO-000026,P03,L05,MCH-028,PRD-080,2025-08-02,26.76,0.8217,12.8,G1_senior,5.2,84.5,49.762,3.27,0.798,0,0.016,0,SOLDER_VOID,train
RUN-000053,WO-000027,P03,L06,MCH-032,PRD-070,2025-08-02,27.41,1.1629,7.1,G2_mid,3.9,87.4,48.161,3.808,0.815,0.0505,0.03,0,SCRATCH,train
RUN-000054,WO-000027,P03,L06,MCH-034,PRD-070,2025-08-02,21.14,0.9373,11.8,G1_senior,3.9,87.4,46.055,2.555,0.642,0.0015,0.01,0,DIMENSION,train
RUN-000055,WO-000028,P03,L06,MCH-032,PRD-070,2025-08-02,22.75,1.1349,2.0,G3_junior,3.9,87.4,48.161,3.808,1.01,0.0405,0.016,0,SURFACE_DENT,train
RUN-000056,WO-000028,P03,L06,MCH-033,PRD-070,2025-08-02,22.89,1.1344,3.3,G2_mid,3.9,87.4,57.486,3.355,0.737,0,0.032,0,DIMENSION,train
RUN-000057,WO-000029,P01,L02,MCH-011,PRD-020,2025-08-03,31.45,0.9306,2.3,G3_junior,7.8,84.7,48.574,2.972,0.784,0.0963,0.1,1,SCRATCH,train
RUN-000058,WO-000029,P01,L02,MCH-007,PRD-020,2025-08-03,31.12,1.1291,1.0,G3_junior,7.8,84.7,49.276,5.13,1.09,0.097,0.0875,1,SCRATCH,train
RUN-000059,WO-000030,P02,L03,MCH-013,PRD-070,2025-08-03,22.73,0.9115,2.3,G3_junior,3.9,87.4,46.997,3.727,0.932,0.005,0.04,0,CONTAMINATION,train
RUN-000060,WO-000030,P02,L03,MCH-016,PRD-070,2025-08-03,21.79,1.0067,3.1,G2_mid,3.9,87.4,49.782,3.208,1.078,0.0081,0.016,0,SURFACE_DENT,train
RUN-000061,WO-000031,P02,L03,MCH-018,PRD-070,2025-08-03,24.8,0.8606,1.7,G3_junior,3.9,87.4,48.205,2.943,0.812,0,0.024,0,SOLDER_VOID,train
RUN-000062,WO-000031,P02,L03,MCH-016,PRD-070,2025-08-03,22.35,1.0263,0.2,G3_junior,3.9,87.4,49.782,3.208,0.895,0.0777,0.05,0,SOLDER_VOID,train
RUN-000063,WO-000032,P02,L04,MCH-023,PRD-031,2025-08-03,29.93,1.0569,3.0,G3_junior,7.0,95.9,46.09,3.188,0.94,0.0569,0.0625,1,SOLDER_VOID,train
RUN-000064,WO-000032,P02,L04,MCH-021,PRD-031,2025-08-03,30.82,1.1369,3.3,G2_mid,7.0,95.9,45.055,2.878,1.023,0.066,0.05,0,CONTAMINATION,train
RUN-000065,WO-000033,P02,L04,MCH-024,PRD-031,2025-08-03,30.52,0.9753,3.2,G2_mid,7.0,95.9,47.7,2.704,0.706,0.0267,0.056,1,SCRATCH,train
RUN-000066,WO-000033,P02,L04,MCH-019,PRD-031,2025-08-03,34.17,0.8269,0.5,G3_junior,7.0,95.9,49.673,2.944,0.987,0.0529,0.035,0,SCRATCH,train
RUN-000067,WO-000034,P03,L05,MCH-028,PRD-052,2025-08-03,21.78,0.9706,1.4,G3_junior,7.2,82.7,49.387,3.639,1.09,0.0571,0.08,1,SCRATCH,train
RUN-000068,WO-000034,P03,L05,MCH-025,PRD-052,2025-08-03,17.64,0.8585,0,G0_unknown,7.2,82.7,51.818,3.156,0.685,0.0623,0.088,1,SCRATCH,train
RUN-000069,WO-000035,P03,L06,MCH-033,PRD-048,2025-08-03,10.75,0.9553,4.7,G2_mid,4.6,96.1,48.26,3.568,0.691,0.0427,0.02,0,CONTAMINATION,train
RUN-000070,WO-000035,P03,L06,MCH-032,PRD-048,2025-08-03,13.37,0.9765,0.2,G3_junior,4.6,96.1,47.93,3.221,0.655,0.0116,0.03,0,SOLDER_VOID,train
RUN-000071,WO-000036,P01,L01,MCH-006,PRD-079,2025-08-04,24.39,0.9432,6.5,G2_mid,3.3,71.4,50.075,3.357,0.793,0.0723,0.05,0,MISSING_PART,train
RUN-000072,WO-000036,P01,L01,MCH-005,PRD-079,2025-08-04,19.97,1.1428,1.4,G3_junior,3.3,71.4,49.315,2.427,1.095,0.0818,0.07,1,CONTAMINATION,train
RUN-000073,WO-000037,P01,L01,MCH-006,PRD-001,2025-08-04,15.53,0.881,2.8,G3_junior,8.2,89.9,50.075,3.357,0.781,0.0485,0.105,1,SOLDER_VOID,train
RUN-000074,WO-000037,P01,L01,MCH-001,PRD-001,2025-08-04,21.74,1.1408,2.3,G3_junior,8.2,89.9,55.683,3.61,0.783,0.065,0.08,1,DIMENSION,train
RUN-000075,WO-000038,P01,L01,MCH-003,PRD-064,2025-08-04,33.48,1.1386,7.2,G2_mid,4.9,89.9,55.346,7.264,0.878,0.0571,0.035,0,SURFACE_DENT,train
RUN-000076,WO-000038,P01,L01,MCH-004,PRD-064,2025-08-04,30.46,0.9931,2.2,G3_junior,4.9,89.9,52.033,3.123,0.794,0.0226,0.04,0,SURFACE_DENT,train
RUN-000077,WO-000039,P01,L02,MCH-010,PRD-017,2025-08-04,31.1,1.0416,3.3,G2_mid,4.3,96.3,53.027,3.053,0.637,0.0357,0.025,0,DIMENSION,train
RUN-000078,WO-000039,P01,L02,MCH-009,PRD-017,2025-08-04,26.83,1.1613,3.3,G2_mid,4.3,96.3,53.429,3.181,0.832,0.0301,0.025,0,CONTAMINATION,train
RUN-000079,WO-000040,P01,L02,MCH-008,PRD-035,2025-08-04,20.32,0.8585,2.6,G3_junior,4.3,84.7,47.579,2.832,0.752,0.0781,0.032,0,CONTAMINATION,train
RUN-000080,WO-000040,P01,L02,MCH-007,PRD-035,2025-08-04,19.7,0.837,12.8,G1_senior,4.3,84.7,53.034,4.047,0.848,0.0035,0.01,0,MISSING_PART,train
RUN-000081,WO-000041,P01,L02,MCH-011,PRD-011,2025-08-04,17.88,0.9237,5.7,G2_mid,1.4,71.0,48.416,2.933,0.755,0.0719,0.04,0,DIMENSION,train
RUN-000082,WO-000041,P01,L02,MCH-010,PRD-011,2025-08-04,17.45,1.0122,7.0,G2_mid,1.4,71.0,53.027,3.053,0.69,0.0348,0.0125,0,CONTAMINATION,train
RUN-000083,WO-000042,P02,L03,MCH-013,PRD-019,2025-08-04,19.62,1.141,1.4,G3_junior,7.2,71.7,51.888,3.337,0.992,0.0997,0.144,1,DIMENSION,train
RUN-000084,WO-000042,P02,L03,MCH-015,PRD-019,2025-08-04,16.16,0.9782,2.8,G3_junior,7.2,71.7,50.09,2.753,0.834,0.0767,0.115,1,SURFACE_DENT,train
RUN-000085,WO-000043,P02,L03,MCH-018,PRD-019,2025-08-04,35.39,0.9232,8.2,G1_senior,7.2,71.7,52.917,3.612,0.924,0.0711,0.1,1,DIMENSION,train
RUN-000086,WO-000043,P02,L03,MCH-013,PRD-019,2025-08-04,30.34,0.9484,2.8,G3_junior,7.2,71.7,51.888,3.337,1.033,0.0711,0.112,1,SOLDER_VOID,train
RUN-000087,WO-000044,P02,L03,MCH-017,PRD-015,2025-08-04,23.25,0.9515,6.1,G2_mid,8.8,92.1,53.937,3.388,0.638,0.0349,0.056,1,SURFACE_DENT,train
RUN-000088,WO-000044,P02,L03,MCH-015,PRD-015,2025-08-04,24.67,1.025,11.2,G1_senior,8.8,92.1,50.09,2.753,0.82,0.0817,0.05,1,MISSING_PART,train
RUN-000089,WO-000045,P02,L04,MCH-024,PRD-062,2025-08-04,31.74,0.9196,2.8,G3_junior,6.8,71.4,52.224,3.207,0.925,0.0819,0.136,1,DIMENSION,train
RUN-000090,WO-000045,P02,L04,MCH-022,PRD-062,2025-08-04,35.64,1.1361,18,G1_senior,6.8,71.4,52.687,2.896,1.093,0.1025,0.07,1,MISSING_PART,train
RUN-000091,WO-000046,P02,L04,MCH-022,PRD-062,2025-08-04,26.44,1.0753,1.6,G3_junior,6.8,71.4,52.687,2.896,1.084,0.0966,0.1,1,MISSING_PART,train
RUN-000092,WO-000046,P02,L04,MCH-024,PRD-062,2025-08-04,24.14,0.8206,3.3,G2_mid,6.8,71.4,52.224,3.207,1.083,0.0809,0.104,1,SURFACE_DENT,train
RUN-000093,WO-000047,P02,L04,MCH-023,PRD-062,2025-08-04,24.26,1.0773,1.0,G3_junior,6.8,71.4,50.154,2.843,0.693,0.086,0.1,1,SURFACE_DENT,train
RUN-000094,WO-000047,P02,L04,MCH-024,PRD-062,2025-08-04,30.78,0.9629,0.7,G3_junior,6.8,71.4,52.224,3.207,0.813,0.1321,0.112,1,SURFACE_DENT,train
RUN-000095,WO-000048,P03,L05,MCH-028,PRD-075,2025-08-04,33.64,0.8767,2.1,G3_junior,6.8,96.3,52.158,3.262,0.813,0.0398,0.056,1,SCRATCH,train
RUN-000096,WO-000048,P03,L05,MCH-030,PRD-075,2025-08-04,31.59,1.1484,1.4,G3_junior,6.8,96.3,55.211,3.577,0.875,0.0334,0.048,0,SCRATCH,train
RUN-000097,WO-000049,P03,L05,MCH-029,PRD-075,2025-08-04,26.6,0.8994,1.8,G3_junior,6.8,96.3,54.951,3.458,0.992,0.0443,0.0375,0,SCRATCH,train
RUN-000098,WO-000049,P03,L05,MCH-028,PRD-075,2025-08-04,31.0,0.9704,3.3,G2_mid,6.8,96.3,52.158,3.262,0.865,0.042,0.048,0,SOLDER_VOID,train
RUN-000099,WO-000050,P03,L05,MCH-029,PRD-075,2025-08-04,26.1,0.8635,10.6,G1_senior,6.8,96.3,54.951,3.458,0.706,0.0304,0.024,0,SOLDER_VOID,train
RUN-000100,WO-000050,P03,L05,MCH-026,PRD-075,2025-08-04,32.04,1.0786,1.0,G3_junior,6.8,96.3,54.862,3.17,0.818,0.0863,0.05,0,SCRATCH,train
RUN-000101,WO-000051,P03,L06,MCH-032,PRD-016,2025-08-04,17.41,1.11,3.0,G3_junior,4.3,85.8,54.673,3.432,0.888,0.047,0.03,0,SCRATCH,train
RUN-000102,WO-000051,P03,L06,MCH-031,PRD-016,2025-08-04,19.35,0.978,2.8,G3_junior,4.3,85.8,55.098,3.292,1.013,0.0219,0.01,0,SOLDER_VOID,train
RUN-000103,WO-000052,P03,L06,MCH-034,PRD-043,2025-08-04,44.75,1.1187,4.7,G2_mid,4.2,84.5,50.051,3.03,1.026,0,0.04,0,SURFACE_DENT,train
RUN-000104,WO-000052,P03,L06,MCH-033,PRD-043,2025-08-04,40.02,1.0596,14.6,G1_senior,4.2,84.5,54.702,3.189,0.774,0.0356,0.024,0,SCRATCH,train
RUN-000105,WO-000053,P03,L06,MCH-034,PRD-016,2025-08-04,17.46,0.847,2.8,G3_junior,4.3,85.8,50.051,3.03,1.014,0.0129,0.0375,0,SCRATCH,train
RUN-000106,WO-000053,P03,L06,MCH-032,PRD-016,2025-08-04,18.61,1.149,3.3,G2_mid,4.3,85.8,54.673,3.432,1.072,0.0146,0.025,0,SCRATCH,train
RUN-000107,WO-000054,P01,L01,MCH-002,PRD-009,2025-08-05,31.68,0.8866,2.1,G3_junior,5.0,76.8,50.86,3.428,0.995,0.092,0.06,1,DIMENSION,train
RUN-000108,WO-000054,P01,L01,MCH-001,PRD-009,2025-08-05,25.23,1.1502,6.1,G2_mid,5.0,76.8,52.954,3.438,0.923,0.071,0.0625,1,CONTAMINATION,train
RUN-000109,WO-000055,P01,L01,MCH-002,PRD-009,2025-08-05,27.75,0.8354,0.6,G3_junior,5.0,76.8,50.86,3.428,1.077,0.0852,0.08,1,DIMENSION,train
RUN-000110,WO-000055,P01,L01,MCH-004,PRD-009,2025-08-05,24.81,0.9902,1.7,G3_junior,5.0,76.8,53.456,3.108,1.041,0.097,0.072,1,SOLDER_VOID,train
RUN-000111,WO-000056,P01,L01,MCH-005,PRD-074,2025-08-05,29.01,0.967,7.6,G2_mid,6.4,95.9,50.103,3.288,1.1,0.0848,0.024,0,SCRATCH,train
RUN-000112,WO-000056,P01,L01,MCH-001,PRD-074,2025-08-05,30.86,0.8689,1.2,G3_junior,6.4,95.9,52.954,3.438,0.641,0.0357,0.0375,0,SURFACE_DENT,train
RUN-000113,WO-000057,P01,L02,MCH-008,PRD-012,2025-08-05,20.66,1.0213,1.0,G3_junior,2.1,92.1,49.544,3.124,0.709,0.0565,0.03,0,SURFACE_DENT,train
RUN-000114,WO-000057,P01,L02,MCH-012,PRD-012,2025-08-05,19.53,1.0621,8.2,G1_senior,2.1,92.1,54.789,3.413,1.025,0.0167,0.0,0,NONE,train
RUN-000115,WO-000058,P01,L02,MCH-012,PRD-012,2025-08-05,17.45,1.0823,1.8,G3_junior,2.1,92.1,54.789,3.413,0.769,0,0.03,0,MISSING_PART,train
RUN-000116,WO-000058,P01,L02,MCH-009,PRD-012,2025-08-05,17.96,1.0447,11.2,G1_senior,2.1,92.1,54.479,2.996,0.644,0.0239,0.0,0,NONE,train
RUN-000117,WO-000059,P01,L02,MCH-008,PRD-012,2025-08-05,19.84,1.1602,1.0,G3_junior,2.1,92.1,49.544,3.124,1.005,0.0708,0.03,0,CONTAMINATION,train
RUN-000118,WO-000059,P01,L02,MCH-012,PRD-012,2025-08-05,17.65,0.909,1.6,G3_junior,2.1,92.1,54.789,3.413,0.84,0,0.02,0,SCRATCH,train
RUN-000119,WO-000060,P02,L03,MCH-018,PRD-042,2025-08-05,10.54,0.9507,1.7,G3_junior,1.4,89.9,54.539,2.902,0.878,0.0194,0.0,0,NONE,train
RUN-000120,WO-000060,P02,L03,MCH-013,PRD-042,2025-08-05,13.13,1.1355,1.7,G3_junior,1.4,89.9,51.865,3.033,0.712,0.0092,0.0,0,NONE,train
RUN-000121,WO-000061,P02,L03,MCH-018,PRD-075,2025-08-05,33.0,0.9189,2.3,G3_junior,6.8,96.3,54.539,2.902,1.012,0.0243,0.04,0,SOLDER_VOID,train
RUN-000122,WO-000061,P02,L03,MCH-014,PRD-075,2025-08-05,30.65,1.134,2.3,G3_junior,6.8,96.3,52.427,3.322,1.049,0.0346,0.05,0,DIMENSION,train
RUN-000123,WO-000062,P02,L03,MCH-013,PRD-045,2025-08-05,20.18,0.841,0.5,G3_junior,2.5,97.0,51.865,3.033,0.621,0.0121,0.0,0,NONE,train
RUN-000124,WO-000062,P02,L03,MCH-017,PRD-045,2025-08-05,16.94,1.055,3.3,G2_mid,2.5,97.0,53.005,3.111,0.655,0.0619,0.02,0,SURFACE_DENT,train
RUN-000125,WO-000063,P02,L04,MCH-019,PRD-078,2025-08-05,20.54,1.1613,1.8,G3_junior,4.6,84.7,53.398,3.894,0.864,0.0543,0.06,1,MISSING_PART,train
RUN-000126,WO-000063,P02,L04,MCH-024,PRD-078,2025-08-05,23.23,0.9762,0.8,G3_junior,4.6,84.7,49.236,2.767,0.887,0.0685,0.048,0,NONE,train
RUN-000127,WO-000064,P02,L04,MCH-021,PRD-036,2025-08-05,24.15,1.0947,0.2,G3_junior,4.1,87.0,52.496,3.163,0.71,0.0517,0.0375,0,SURFACE_DENT,train
RUN-000128,WO-000064,P02,L04,MCH-022,PRD-036,2025-08-05,27.62,1.1003,9.4,G1_senior,4.1,87.0,51.823,3.182,1.019,0.0161,0.01,0,DIMENSION,train
RUN-000129,WO-000065,P02,L04,MCH-022,PRD-078,2025-08-05,24.28,1.1507,7.1,G2_mid,4.6,84.7,51.823,3.182,0.761,0.0215,0.02,0,SOLDER_VOID,train
RUN-000130,WO-000065,P02,L04,MCH-020,PRD-078,2025-08-05,26.34,0.8894,0.5,G3_junior,4.6,84.7,51.24,3.1,1.039,0.0992,0.06,1,SURFACE_DENT,train
RUN-000131,WO-000066,P03,L05,MCH-028,PRD-079,2025-08-05,12.88,1.1494,4.8,G2_mid,3.3,71.4,53.471,3.85,0.884,0.1112,0.07,1,CONTAMINATION,train
RUN-000132,WO-000066,P03,L05,MCH-027,PRD-079,2025-08-05,14.89,0.9197,7.0,G2_mid,3.3,71.4,52.951,3.111,0.692,0.0326,0.05,0,DIMENSION,train
RUN-000133,WO-000067,P03,L05,MCH-027,PRD-009,2025-08-05,30.18,1.0901,8.9,G1_senior,5.0,76.8,52.951,3.111,0.874,0.0511,0.064,1,SURFACE_DENT,train
RUN-000134,WO-000067,P03,L05,MCH-028,PRD-009,2025-08-05,31.11,0.8936,2.0,G3_junior,5.0,76.8,53.471,3.85,1.065,0.0214,0.04,0,SCRATCH,train
RUN-000135,WO-000068,P03,L05,MCH-028,PRD-079,2025-08-05,23.67,1.0183,0.2,G3_junior,3.3,71.4,53.471,3.85,0.623,0.0596,0.06,1,CONTAMINATION,train
RUN-000136,WO-000068,P03,L05,MCH-027,PRD-079,2025-08-05,24.83,0.8732,0.2,G3_junior,3.3,71.4,52.951,3.111,0.624,0.0605,0.04,0,SURFACE_DENT,train
RUN-000137,WO-000069,P03,L06,MCH-031,PRD-056,2025-08-05,16.9,1.1378,4.7,G2_mid,4.3,97.0,53.422,3.366,0.913,0.0402,0.025,0,SCRATCH,train
RUN-000138,WO-000069,P03,L06,MCH-033,PRD-056,2025-08-05,12.57,0.8339,2.7,G3_junior,4.3,97.0,52.627,3.28,0.803,0.0254,0.0,0,NONE,train
RUN-000139,WO-000070,P03,L06,MCH-034,PRD-073,2025-08-05,30.58,1.0493,5.8,G2_mid,3.4,87.4,49.392,2.876,0.971,0.0141,0.02,0,CONTAMINATION,train
RUN-000140,WO-000070,P03,L06,MCH-031,PRD-073,2025-08-05,37.89,1.1773,2.3,G3_junior,3.4,87.4,53.422,3.366,0.936,0.0542,0.02,0,CONTAMINATION,train
